visit.id,GU,model,species,lifestage,area.delft,hab.area.suitable,pred.fish,pred.fish.suitable,med,mean,sd,med.suitable,mean.suitable,sd.suitable
1621,Mid Channel Bar,nrei,steelhead,juvenile,0.94,0.02,0,0,-21.599,-19.759,10.391,7.861,7.861,0.698
1621,Pocket Pool,nrei,steelhead,juvenile,3.8,3.3899999999999997,5,5,47.751,32.469,52.441,49.765,46.345,29.859
1621,Pool,nrei,steelhead,juvenile,65.33,59.9,43,43,66.943,57.294,43.877,69.353,64.665,21.862
1621,Riffle,nrei,steelhead,juvenile,28.1,16.02,5,5,14.125,16.322,29.108,28.656,31.657,20.288
1621,Transition,nrei,steelhead,juvenile,42.05,3.87,4,4,-13.618,-11.039,23.245,18.945,20.694,11.457
1621,Bank,fuzzy,chinook,spawner,76.63,1.26,0,0,0.078,0.131,0.119,0.484,0.498,0.075
1621,Glide-Run,fuzzy,chinook,spawner,189.49,29.58,1,1,0.078,0.218,0.183,0.558,0.56,0.065
1621,Margin Attached Bar,fuzzy,chinook,spawner,74.07000000000001,0.02,0,0,0.078,0.158,0.094,0.438,0.438,0.042
1621,Mid Channel Bar,fuzzy,chinook,spawner,0.94,NA,0,0,0.078,0.114,0.083,NA,NA,NA
1621,Pocket Pool,fuzzy,chinook,spawner,3.8,1.42,0,0,0.282,0.349,0.294,0.692,0.715,0.052
1621,Pool,fuzzy,chinook,spawner,65.33,20.19,0,0,0.3,0.317,0.239,0.668,0.634,0.076
1621,Riffle,fuzzy,chinook,spawner,28.1,2.6599999999999997,0,0,0.078,0.158,0.153,0.565,0.561,0.088
1621,Transition,fuzzy,chinook,spawner,42.05,4.39,0,0,0.078,0.168,0.149,0.488,0.492,0.05
1621,Bank,fuzzy,steelhead,spawner,76.63,1.26,0,0,0.078,0.121,0.117,0.484,0.498,0.075
1621,Glide-Run,fuzzy,steelhead,spawner,189.49,29.58,0,0,0.078,0.207,0.185,0.558,0.56,0.065
1621,Margin Attached Bar,fuzzy,steelhead,spawner,74.07000000000001,0.02,0,0,0.078,0.093,0.046,0.438,0.438,0.042
1621,Mid Channel Bar,fuzzy,steelhead,spawner,0.94,NA,0,0,0.078,0.114,0.083,NA,NA,NA
1621,Pocket Pool,fuzzy,steelhead,spawner,3.8,1.42,0,0,0.104,0.327,0.303,0.692,0.715,0.052
1621,Pool,fuzzy,steelhead,spawner,65.33,20.19,1,1,0.078,0.293,0.251,0.668,0.634,0.076
1621,Riffle,fuzzy,steelhead,spawner,28.1,2.6599999999999997,0,0,0.078,0.144,0.152,0.565,0.561,0.088
1621,Transition,fuzzy,steelhead,spawner,42.05,4.39,0,0,0.078,0.155,0.149,0.488,0.492,0.05
1621,Bank,fuzzy,chinook,juvenile,76.63,4.63,0,0,0.078,0.215,0.223,0.612,0.599,0.108
1621,Glide-Run,fuzzy,chinook,juvenile,189.49,91.489,86,86,0.4,0.418,0.271,0.675,0.657,0.141
1621,Margin Attached Bar,fuzzy,chinook,juvenile,74.07000000000001,3.8000000000000003,1,1,0.078,0.247,0.239,0.568,0.613,0.157
1621,Mid Channel Bar,fuzzy,chinook,juvenile,0.94,0,0,0,0.078,0.108,0.069,NA,NA,NA
1621,Pocket Pool,fuzzy,chinook,juvenile,3.8,1.49,1,1,0.326,0.379,0.183,0.56,0.575,0.102
1621,Pool,fuzzy,chinook,juvenile,65.33,61.03,119,119,0.728,0.692,0.165,0.74,0.722,0.121
1621,Riffle,fuzzy,chinook,juvenile,28.1,13.7,2,2,0.39,0.4,0.23,0.599,0.604,0.123
1621,Transition,fuzzy,chinook,juvenile,42.05,13.52,1,1,0.228,0.317,0.253,0.608,0.601,0.106
1735,Bank,nrei,steelhead,juvenile,188.58,4.05,3,3,-25.805,-24.557,68.681,18.034,25.898,24.826
1735,Glide-Run,nrei,steelhead,juvenile,410.39,182.061,113,112,2.862,-37.057,106.515,41.42,39.288,28.391
1735,Margin Attached Bar,nrei,steelhead,juvenile,392.46,7.8,5,5,-25.503,-26.646,74.249,24.744,32.467,27.312
1735,Mid Channel Bar,nrei,steelhead,juvenile,78.97,NA,0,0,-30.521,-29.832,5.104,NA,NA,NA
1735,Pocket Pool,nrei,steelhead,juvenile,19.79,15.04,16,16,20.862,8.12,50.102,34.436,33.565,29.471
1735,Pool,nrei,steelhead,juvenile,151.94,113.36,68,68,53.245,30.774,68.154,67.131,61.082,27.629
1735,Rapid,nrei,steelhead,juvenile,96.759,47.959999999999994,25,25,29.128,15.724,81.884,55.201,54.93,27.304
1735,Riffle,nrei,steelhead,juvenile,138.20000000000002,61.760000000000005,29,29,12.338,-3.182,72.855,38.734,38.047,29.338
1735,Transition,nrei,steelhead,juvenile,544.56,71.878,35,35,-11.142,-16.862,78.591,28.723,33.799,26.765
1735,Bank,fuzzy,chinook,spawner,188.58,0.8,0,0,0.18,0.181,0.103,0.518,0.546,0.126
1735,Glide-Run,fuzzy,chinook,spawner,410.39,160.552,4,4,0.3,0.427,0.249,0.581,0.671,0.177
1735,Margin Attached Bar,fuzzy,chinook,spawner,392.46,0.18,0,0,0.078,0.138,0.08,0.42,0.419,0.012
1735,Mid Channel Bar,fuzzy,chinook,spawner,78.97,0,0,0,0.078,0.085,0.032,NA,NA,NA
1735,Pocket Pool,fuzzy,chinook,spawner,19.79,15.77,0,0,0.626,0.628,0.268,0.746,0.738,0.163
1735,Pool,fuzzy,chinook,spawner,151.94,75.68,5,5,0.907,0.729,0.246,0.908,0.825,0.146
1735,Rapid,fuzzy,chinook,spawner,96.759,25.76,0,0,0.408,0.38,0.27,0.61,0.623,0.126
1735,Riffle,fuzzy,chinook,spawner,138.20000000000002,40.13,0,0,0.278,0.365,0.271,0.656,0.687,0.178
1735,Transition,fuzzy,chinook,spawner,544.56,52.57,0,0,0.18,0.227,0.174,0.522,0.561,0.138
1735,Bank,fuzzy,steelhead,spawner,188.58,0.9099999999999999,1,1,0.078,0.113,0.104,0.536,0.559,0.12
1735,Glide-Run,fuzzy,steelhead,spawner,410.39,160.542,3,3,0.3,0.39,0.283,0.609,0.678,0.173
1735,Margin Attached Bar,fuzzy,steelhead,spawner,392.46,0.35,0,0,0.078,0.106,0.069,0.442,0.447,0.029
1735,Mid Channel Bar,fuzzy,steelhead,spawner,78.97,0,0,0,0.078,0.085,0.032,NA,NA,NA
1735,Pocket Pool,fuzzy,steelhead,spawner,19.79,15.77,0,0,0.626,0.612,0.298,0.746,0.743,0.158
1735,Pool,fuzzy,steelhead,spawner,151.94,75.42,9,9,0.907,0.713,0.277,0.908,0.826,0.145
1735,Rapid,fuzzy,steelhead,spawner,96.759,25.76,0,0,0.408,0.38,0.27,0.61,0.623,0.126
1735,Riffle,fuzzy,steelhead,spawner,138.20000000000002,39.980000000000004,0,0,0.215,0.332,0.293,0.658,0.691,0.176
1735,Transition,fuzzy,steelhead,spawner,544.56,54.22,0,0,0.078,0.193,0.191,0.551,0.573,0.134
1735,Bank,fuzzy,chinook,juvenile,188.58,5.1499999999999995,3,3,0.078,0.195,0.192,0.529,0.55,0.102
1735,Glide-Run,fuzzy,chinook,juvenile,410.39,121.32000000000001,77,77,0.28,0.315,0.22,0.55,0.584,0.138
1735,Margin Attached Bar,fuzzy,chinook,juvenile,392.46,2.73,0,0,0.078,0.13,0.114,0.468,0.488,0.07
1735,Mid Channel Bar,fuzzy,chinook,juvenile,78.97,0.22,0,0,0.078,0.095,0.064,0.436,0.441,0.032
1735,Pocket Pool,fuzzy,chinook,juvenile,19.79,12.14,21,21,0.457,0.51,0.255,0.726,0.676,0.164
1735,Pool,fuzzy,chinook,juvenile,151.94,64.67,118,118,0.616,0.556,0.267,0.714,0.705,0.149
1735,Rapid,fuzzy,chinook,juvenile,96.759,47.44,145,145,0.804,0.758,0.204,0.828,0.806,0.106
1735,Riffle,fuzzy,chinook,juvenile,138.20000000000002,33.03,3,3,0.269,0.289,0.207,0.536,0.558,0.12
1735,Transition,fuzzy,chinook,juvenile,544.56,78.74,16,16,0.078,0.229,0.211,0.557,0.571,0.113
1783,Bank,nrei,steelhead,juvenile,1225.891,43.62,82,82,51.839,37.893,42.347,64.057,59.337,20.293
1783,Glide-Run,nrei,steelhead,juvenile,2780.88,427.9,1429,1429,8.188,-43.588,102.537,43.374,32.831,43.416
1783,Margin Attached Bar,nrei,steelhead,juvenile,1579.402,50.230000000000004,66,66,2.265,8.274,34.265,38.405,38.591,23.486
1783,Mid Channel Bar,nrei,steelhead,juvenile,68,9.530000000000001,12,12,38.774,32.548,16.273,39.471,34.078,14.901
1783,Pocket Pool,nrei,steelhead,juvenile,23.599999999999998,2.39,7,7,-141.401,-114.379,75.192,-67.554,-65.901,67.541
1783,Pool,nrei,steelhead,juvenile,359.369,64.61999999999999,336,336,22.288,-39.323,95.141,32.94,16.03,46.57
1783,Riffle,nrei,steelhead,juvenile,431.75,55.1,279,279,-82.108,-72.079,87.136,22.67,-12.952,63.845
1783,Transition,nrei,steelhead,juvenile,2802.941,618.431,1275,1275,56.379,49.316,32.499,57.855,54.517,22.307
1783,Bank,fuzzy,chinook,spawner,1225.891,27.469,0,0,0.275,0.281,0.066,0.483,0.471,0.027
1783,Glide-Run,fuzzy,chinook,spawner,2780.88,474.801,6,6,0.3,0.332,0.071,0.494,0.488,0.012
1783,Margin Attached Bar,fuzzy,chinook,spawner,1579.402,11.679,0,0,0.231,0.247,0.04,0.436,0.436,0.02
1783,Mid Channel Bar,fuzzy,chinook,spawner,68,8.53,0,0,0.277,0.3,0.067,0.458,0.455,0.03
1783,Pocket Pool,fuzzy,chinook,spawner,23.599999999999998,7.31,0,0,0.3,0.36,0.09,0.494,0.494,0
1783,Pool,fuzzy,chinook,spawner,359.369,185.669,0,0,0.474,0.397,0.094,0.491,0.488,0.006
1783,Riffle,fuzzy,chinook,spawner,431.75,214.43,0,0,0.3,0.394,0.095,0.494,0.49,0.007
1783,Transition,fuzzy,chinook,spawner,2802.941,546.573,20,20,0.3,0.331,0.074,0.492,0.47,0.03
1783,Bank,fuzzy,steelhead,spawner,1225.891,18.579,0,0,0.078,0.12,0.099,0.433,0.434,0.017
1783,Glide-Run,fuzzy,steelhead,spawner,2780.88,450.529,11,11,0.169,0.192,0.13,0.452,0.451,0.019
1783,Margin Attached Bar,fuzzy,steelhead,spawner,1579.402,1.11,0,0,0.078,0.096,0.055,0.403,0.405,0.004
1783,Mid Channel Bar,fuzzy,steelhead,spawner,68,6.08,0,0,0.078,0.174,0.128,0.423,0.421,0.011
1783,Pocket Pool,fuzzy,steelhead,spawner,23.599999999999998,7.31,0,0,0.23,0.281,0.127,0.463,0.466,0.008
1783,Pool,fuzzy,steelhead,spawner,359.369,185.669,10,10,0.441,0.317,0.164,0.472,0.47,0.011
1783,Riffle,fuzzy,steelhead,spawner,431.75,214.43,7,7,0.23,0.322,0.147,0.468,0.465,0.014
1783,Transition,fuzzy,steelhead,spawner,2802.941,372.253,1,1,0.078,0.168,0.14,0.444,0.444,0.02
1783,Bank,fuzzy,chinook,juvenile,1225.891,219.40900000000002,270,270,0.48,0.401,0.205,0.542,0.54,0.068
1783,Glide-Run,fuzzy,chinook,juvenile,2780.88,864.452,180,180,0.312,0.32,0.129,0.454,0.466,0.055
1783,Margin Attached Bar,fuzzy,chinook,juvenile,1579.402,305.742,315,315,0.275,0.286,0.203,0.528,0.518,0.069
1783,Mid Channel Bar,fuzzy,chinook,juvenile,68,55.82000000000001,19,19,0.47,0.454,0.092,0.483,0.487,0.048
1783,Pocket Pool,fuzzy,chinook,juvenile,23.599999999999998,NA,0,0,0.241,0.204,0.079,NA,NA,NA
1783,Pool,fuzzy,chinook,juvenile,359.369,19.84,7,7,0.286,0.277,0.097,0.419,0.448,0.061
1783,Riffle,fuzzy,chinook,juvenile,431.75,6.1,0,0,0.241,0.245,0.075,0.412,0.42,0.021
1783,Transition,fuzzy,chinook,juvenile,2802.941,2292.878,2377,2377,0.485,0.479,0.107,0.505,0.516,0.072
1793,Bank,nrei,steelhead,juvenile,1397.26,60.38,86,86,55.575,42.464,43.68,74.274,65.234,24.607
1793,Glide-Run,nrei,steelhead,juvenile,5369.72,1173.41,3107,3107,53.619,17.594,98.922,57.533,51.698,30.559
1793,Margin Attached Bar,nrei,steelhead,juvenile,1012.5300000000001,129.88,185,184,54.565,46.913,35.673,61.836,58.602,25.116
1793,Mid Channel Bar,nrei,steelhead,juvenile,314.96999999999997,78.78,127,127,61.499,61,11.597,61.499,61,11.597
1793,Pocket Pool,nrei,steelhead,juvenile,12.44,1.11,1,1,-223.946,-175.329,136.36,55.614,57.039,10.319
1793,Pool,nrei,steelhead,juvenile,386.82,92.17,414,414,56.597,43.419,61.373,57.066,54.501,22.358
1793,Riffle,nrei,steelhead,juvenile,436.03999999999996,69.39,236,236,-2.212,-83.803,151.487,48.854,41.751,42.414
1793,Transition,nrei,steelhead,juvenile,836.13,196.87,352,352,62.876,57.847,32.993,63.314,61.873,18.146
1793,Bank,fuzzy,chinook,spawner,1397.26,0,0,0,0.25,0.261,0.03,NA,NA,NA
1793,Glide-Run,fuzzy,chinook,spawner,5369.72,0,0,0,0.3,0.3,0.004,NA,NA,NA
1793,Margin Attached Bar,fuzzy,chinook,spawner,1012.5300000000001,0,0,0,0.282,0.275,0.026,NA,NA,NA
1793,Mid Channel Bar,fuzzy,chinook,spawner,314.96999999999997,0,0,0,0.3,0.297,0.008,NA,NA,NA
1793,Pocket Pool,fuzzy,chinook,spawner,12.44,0,0,0,0.3,0.3,0,NA,NA,NA
1793,Pool,fuzzy,chinook,spawner,386.82,0,0,0,0.3,0.3,0,NA,NA,NA
1793,Riffle,fuzzy,chinook,spawner,436.03999999999996,0,0,0,0.3,0.3,0.001,NA,NA,NA
1793,Transition,fuzzy,chinook,spawner,836.13,0,0,0,0.3,0.297,0.008,NA,NA,NA
1793,Bank,fuzzy,steelhead,spawner,1397.26,0,0,0,0.078,0.078,0.005,NA,NA,NA
1793,Glide-Run,fuzzy,steelhead,spawner,5369.72,0,0,0,0.078,0.094,0.044,NA,NA,NA
1793,Margin Attached Bar,fuzzy,steelhead,spawner,1012.5300000000001,0,0,0,0.078,0.078,0.004,NA,NA,NA
1793,Mid Channel Bar,fuzzy,steelhead,spawner,314.96999999999997,0,0,0,0.078,0.078,0,NA,NA,NA
1793,Pocket Pool,fuzzy,steelhead,spawner,12.44,0,0,0,0.23,0.177,0.073,NA,NA,NA
1793,Pool,fuzzy,steelhead,spawner,386.82,0,0,0,0.078,0.086,0.031,NA,NA,NA
1793,Riffle,fuzzy,steelhead,spawner,436.03999999999996,0,0,0,0.078,0.132,0.07,NA,NA,NA
1793,Transition,fuzzy,steelhead,spawner,836.13,0,0,0,0.078,0.08,0.015,NA,NA,NA
1793,Bank,fuzzy,chinook,juvenile,1397.26,303.25100000000003,628,628,0.431,0.367,0.218,0.565,0.553,0.065
1793,Glide-Run,fuzzy,chinook,juvenile,5369.72,3608.8500000000004,1761,1761,0.441,0.416,0.121,0.478,0.482,0.05
1793,Margin Attached Bar,fuzzy,chinook,juvenile,1012.5300000000001,630.938,1202,1202,0.513,0.463,0.163,0.542,0.537,0.064
1793,Mid Channel Bar,fuzzy,chinook,juvenile,314.96999999999997,314.51,284,284,0.517,0.513,0.046,0.517,0.513,0.045
1793,Pocket Pool,fuzzy,chinook,juvenile,12.44,4.34,0,0,0.078,0.212,0.183,0.465,0.461,0.015
1793,Pool,fuzzy,chinook,juvenile,386.82,303.151,1,1,0.447,0.429,0.085,0.459,0.463,0.034
1793,Riffle,fuzzy,chinook,juvenile,436.03999999999996,199.04,99,99,0.38,0.332,0.176,0.497,0.493,0.05
1793,Transition,fuzzy,chinook,juvenile,836.13,783.0609999999999,1102,1102,0.513,0.503,0.077,0.518,0.516,0.058
1846,Bank,nrei,steelhead,juvenile,726.819,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Glide-Run,nrei,steelhead,juvenile,2719.388,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Margin Attached Bar,nrei,steelhead,juvenile,2716.371,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Mid Channel Bar,nrei,steelhead,juvenile,58.545,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Pocket Pool,nrei,steelhead,juvenile,12.719999999999999,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Pond,nrei,steelhead,juvenile,73.61,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Pool,nrei,steelhead,juvenile,1597.74,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Riffle,nrei,steelhead,juvenile,1121.632,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Transition,nrei,steelhead,juvenile,2191.736,NA,0,0,NA,NA,NA,NA,NA,NA
1846,Bank,fuzzy,chinook,spawner,726.819,98.023,1,1,0.078,0.239,0.244,0.657,0.627,0.098
1846,Glide-Run,fuzzy,chinook,spawner,2719.388,1055.786,27,27,0.333,0.349,0.236,0.579,0.581,0.103
1846,Margin Attached Bar,fuzzy,chinook,spawner,2716.371,NA,0,0,0.078,0.093,0.047,NA,NA,NA
1846,Mid Channel Bar,fuzzy,chinook,spawner,58.545,5.92,0,0,0.217,0.236,0.16,0.47,0.504,0.104
1846,Pocket Pool,fuzzy,chinook,spawner,12.719999999999999,4.11,0,0,0.078,0.269,0.193,0.464,0.462,0.017
1846,Pond,fuzzy,chinook,spawner,73.61,NA,0,0,0.078,0.078,0,NA,NA,NA
1846,Pool,fuzzy,chinook,spawner,1597.74,537.401,7,7,0.078,0.259,0.219,0.526,0.544,0.084
1846,Riffle,fuzzy,chinook,spawner,1121.632,410.13100000000003,10,10,0.3,0.321,0.232,0.57,0.583,0.108
1846,Transition,fuzzy,chinook,spawner,2191.736,199.839,4,4,0.078,0.202,0.195,0.581,0.583,0.124
1846,Bank,fuzzy,steelhead,spawner,726.819,98.023,4,4,0.078,0.239,0.244,0.657,0.627,0.098
1846,Glide-Run,fuzzy,steelhead,spawner,2719.388,1055.786,34,34,0.333,0.349,0.236,0.579,0.581,0.103
1846,Margin Attached Bar,fuzzy,steelhead,spawner,2716.371,NA,0,0,0.078,0.093,0.047,NA,NA,NA
1846,Mid Channel Bar,fuzzy,steelhead,spawner,58.545,5.92,0,0,0.217,0.236,0.16,0.47,0.504,0.104
1846,Pocket Pool,fuzzy,steelhead,spawner,12.719999999999999,4.11,0,0,0.078,0.269,0.193,0.464,0.462,0.017
1846,Pond,fuzzy,steelhead,spawner,73.61,NA,0,0,0.078,0.078,0,NA,NA,NA
1846,Pool,fuzzy,steelhead,spawner,1597.74,537.401,12,12,0.078,0.259,0.219,0.526,0.544,0.084
1846,Riffle,fuzzy,steelhead,spawner,1121.632,410.13100000000003,11,11,0.3,0.321,0.232,0.57,0.583,0.108
1846,Transition,fuzzy,steelhead,spawner,2191.736,199.839,8,8,0.078,0.202,0.195,0.581,0.583,0.124
1846,Bank,fuzzy,chinook,juvenile,726.819,316.544,677,677,0.711,0.651,0.241,0.738,0.737,0.136
1846,Glide-Run,fuzzy,chinook,juvenile,2719.388,1360.915,1260,1260,0.453,0.462,0.236,0.602,0.623,0.151
1846,Margin Attached Bar,fuzzy,chinook,juvenile,2716.371,202.54,111,111,0.53,0.442,0.27,0.659,0.644,0.107
1846,Mid Channel Bar,fuzzy,chinook,juvenile,58.545,13.106,0,0,0.184,0.278,0.227,0.603,0.585,0.102
1846,Pocket Pool,fuzzy,chinook,juvenile,12.719999999999999,4.41,0,0,0.44,0.467,0.161,0.618,0.608,0.058
1846,Pond,fuzzy,chinook,juvenile,73.61,63.78,24,24,0.696,0.693,0.047,0.696,0.693,0.047
1846,Pool,fuzzy,chinook,juvenile,1597.74,1210.719,1115,1115,0.539,0.522,0.234,0.592,0.625,0.154
1846,Riffle,fuzzy,chinook,juvenile,1121.632,230.29799999999997,79,79,0.164,0.248,0.197,0.535,0.56,0.117
1846,Transition,fuzzy,chinook,juvenile,2191.736,878.2460000000001,1304,1304,0.59,0.539,0.262,0.684,0.68,0.145
1954,Bank,nrei,steelhead,juvenile,159.46,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Barface,nrei,steelhead,juvenile,2.04,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Glide-Run,nrei,steelhead,juvenile,537.1909999999999,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Margin Attached Bar,nrei,steelhead,juvenile,647.7,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Mid Channel Bar,nrei,steelhead,juvenile,339.431,NA,0,0,NA,NA,NA,NA,NA,NA
1954,NA,nrei,steelhead,juvenile,10.23,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Pocket Pool,nrei,steelhead,juvenile,34.38,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Pond,nrei,steelhead,juvenile,10.26,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Pool,nrei,steelhead,juvenile,345.59,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Rapid,nrei,steelhead,juvenile,125.233,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Transition,nrei,steelhead,juvenile,628.555,NA,0,0,NA,NA,NA,NA,NA,NA
1954,Bank,fuzzy,chinook,spawner,159.46,0.06,0,0,0.078,0.08,0.021,0.417,0.432,0.034
1954,Barface,fuzzy,chinook,spawner,2.04,NA,0,0,0.078,0.078,0,NA,NA,NA
1954,Glide-Run,fuzzy,chinook,spawner,537.1909999999999,10.450000000000001,0,0,0.078,0.102,0.086,0.491,0.494,0.056
1954,Margin Attached Bar,fuzzy,chinook,spawner,647.7,0.43,0,0,0.078,0.083,0.034,0.487,0.497,0.074
1954,Mid Channel Bar,fuzzy,chinook,spawner,339.431,0,0,0,0.078,0.079,0.014,NA,NA,NA
1954,NA,fuzzy,chinook,spawner,10.23,NA,0,0,0.078,0.078,0,NA,NA,NA
1954,Pocket Pool,fuzzy,chinook,spawner,34.38,1.08,0,0,0.078,0.094,0.079,0.484,0.482,0.035
1954,Pond,fuzzy,chinook,spawner,10.26,NA,0,0,0.078,0.078,0,NA,NA,NA
1954,Pool,fuzzy,chinook,spawner,345.59,8.18,0,0,0.078,0.096,0.075,0.464,0.468,0.045
1954,Rapid,fuzzy,chinook,spawner,125.233,NA,0,0,0.078,0.078,0.006,NA,NA,NA
1954,Transition,fuzzy,chinook,spawner,628.555,2.94,0,0,0.078,0.092,0.061,0.462,0.484,0.086
1954,Bank,fuzzy,steelhead,spawner,159.46,0.06,0,0,0.078,0.08,0.021,0.417,0.432,0.034
1954,Barface,fuzzy,steelhead,spawner,2.04,NA,0,0,0.078,0.078,0,NA,NA,NA
1954,Glide-Run,fuzzy,steelhead,spawner,537.1909999999999,10.450000000000001,0,0,0.078,0.102,0.086,0.491,0.494,0.056
1954,Margin Attached Bar,fuzzy,steelhead,spawner,647.7,0.43,0,0,0.078,0.083,0.034,0.487,0.497,0.074
1954,Mid Channel Bar,fuzzy,steelhead,spawner,339.431,0,0,0,0.078,0.079,0.014,NA,NA,NA
1954,NA,fuzzy,steelhead,spawner,10.23,NA,0,0,0.078,0.078,0,NA,NA,NA
1954,Pocket Pool,fuzzy,steelhead,spawner,34.38,1.08,0,0,0.078,0.094,0.079,0.484,0.482,0.035
1954,Pond,fuzzy,steelhead,spawner,10.26,NA,0,0,0.078,0.078,0,NA,NA,NA
1954,Pool,fuzzy,steelhead,spawner,345.59,8.18,0,0,0.078,0.096,0.075,0.464,0.468,0.045
1954,Rapid,fuzzy,steelhead,spawner,125.233,NA,0,0,0.078,0.078,0.006,NA,NA,NA
1954,Transition,fuzzy,steelhead,spawner,628.555,2.94,0,0,0.078,0.092,0.061,0.462,0.484,0.086
1954,Bank,fuzzy,chinook,juvenile,159.46,24.431,5,5,0.079,0.311,0.266,0.656,0.627,0.099
1954,Barface,fuzzy,chinook,juvenile,2.04,0.45,0,0,0.078,0.271,0.227,0.557,0.557,0.081
1954,Glide-Run,fuzzy,chinook,juvenile,537.1909999999999,219.46099999999998,274,274,0.654,0.516,0.297,0.702,0.709,0.129
1954,Margin Attached Bar,fuzzy,chinook,juvenile,647.7,64.419,5,5,0.356,0.365,0.275,0.67,0.637,0.085
1954,Mid Channel Bar,fuzzy,chinook,juvenile,339.431,21.949,0,0,0.078,0.261,0.241,0.622,0.595,0.095
1954,NA,fuzzy,chinook,juvenile,10.23,2.3099999999999996,0,0,0.078,0.326,0.278,0.666,0.643,0.091
1954,Pocket Pool,fuzzy,chinook,juvenile,34.38,25.6,68,68,0.837,0.711,0.261,0.908,0.791,0.162
1954,Pond,fuzzy,chinook,juvenile,10.26,10.26,3,3,0.681,0.697,0.066,0.681,0.697,0.066
1954,Pool,fuzzy,chinook,juvenile,345.59,339.94,653,653,0.755,0.768,0.127,0.757,0.776,0.109
1954,Rapid,fuzzy,chinook,juvenile,125.233,12.97,0,0,0.078,0.28,0.282,0.689,0.681,0.064
1954,Transition,fuzzy,chinook,juvenile,628.555,185.68,73,73,0.581,0.443,0.289,0.677,0.672,0.1
1967,Bank,nrei,steelhead,juvenile,84.25,9.83,2,2,-7.164,-2.724,63.395,33.759,40.146,27.731
1967,Glide-Run,nrei,steelhead,juvenile,196.15,157.96,71,71,66.44,46.849,55.607,71.661,65.04,25.532
1967,Margin Attached Bar,nrei,steelhead,juvenile,228.53,5.970000000000001,1,1,-19.428,-21.729,78.57,32.756,39.2,26.71
1967,Mid Channel Bar,nrei,steelhead,juvenile,15.239999999999998,3.19,2,2,3.39,-10.503,107.598,45.062,45.651,23.963
1967,NA,nrei,steelhead,juvenile,0.84,0.61,0,0,43.583,36.714,39.325,54.295,52.498,26.87
1967,Pocket Pool,nrei,steelhead,juvenile,2.1,2.0300000000000002,3,3,75.704,62.276,39.252,76.589,66.266,30.149
1967,Pool,nrei,steelhead,juvenile,164.32,148.83,80,80,79.494,65.146,36.467,81.366,73.426,22.547
1967,Riffle,nrei,steelhead,juvenile,43.91,30.150000000000002,12,12,33.806,13.169,59.752,42.565,37.12,26.776
1967,Transition,nrei,steelhead,juvenile,228.87,117.351,48,48,32.83,24.957,58.97,52.309,51.049,27.442
1967,Bank,fuzzy,chinook,spawner,84.25,2.9,0,0,0.078,0.126,0.126,0.548,0.548,0.09
1967,Glide-Run,fuzzy,chinook,spawner,196.15,90.62,2,2,0.355,0.334,0.254,0.568,0.582,0.122
1967,Margin Attached Bar,fuzzy,chinook,spawner,228.53,1.7,0,0,0.078,0.106,0.094,0.554,0.554,0.106
1967,Mid Channel Bar,fuzzy,chinook,spawner,15.239999999999998,NA,0,0,0.078,0.081,0.022,NA,NA,NA
1967,NA,fuzzy,chinook,spawner,0.84,NA,0,0,0.078,0.089,0.037,NA,NA,NA
1967,Pocket Pool,fuzzy,chinook,spawner,2.1,1.04,0,0,0.399,0.382,0.308,0.774,0.646,0.203
1967,Pool,fuzzy,chinook,spawner,164.32,38.129999999999995,0,0,0.078,0.204,0.204,0.498,0.544,0.106
1967,Riffle,fuzzy,chinook,spawner,43.91,23.59,2,2,0.444,0.406,0.279,0.638,0.64,0.127
1967,Transition,fuzzy,chinook,spawner,228.87,45.721000000000004,0,0,0.078,0.228,0.205,0.546,0.558,0.107
1967,Bank,fuzzy,steelhead,spawner,84.25,2.9,0,0,0.078,0.126,0.126,0.548,0.548,0.09
1967,Glide-Run,fuzzy,steelhead,spawner,196.15,90.62,2,2,0.355,0.334,0.254,0.568,0.582,0.122
1967,Margin Attached Bar,fuzzy,steelhead,spawner,228.53,1.7,0,0,0.078,0.106,0.094,0.554,0.554,0.106
1967,Mid Channel Bar,fuzzy,steelhead,spawner,15.239999999999998,NA,0,0,0.078,0.081,0.022,NA,NA,NA
1967,NA,fuzzy,steelhead,spawner,0.84,NA,0,0,0.078,0.089,0.037,NA,NA,NA
