visit.id,layer,var,category,value,species,lifestage
2051,fuzzy,pred.fish,suitable,9,steelhead,spawner
2051,fuzzy,pred.fish,reach,9,steelhead,spawner
2051,fuzzy,med,reach,0.222,steelhead,spawner
2051,fuzzy,mean,reach,0.323,steelhead,spawner
2051,fuzzy,sd,reach,0.275,steelhead,spawner
2051,fuzzy,med,suitable,0.658,steelhead,spawner
2051,fuzzy,mean,suitable,0.656,steelhead,spawner
2051,fuzzy,sd,suitable,0.14,steelhead,spawner
2051,fuzzy,area,reach,766.78,chinook,juvenile
2051,fuzzy,area,suitable,344.6,chinook,juvenile
2051,fuzzy,pred.fish,suitable,367,chinook,juvenile
2051,fuzzy,pred.fish,reach,367,chinook,juvenile
2051,fuzzy,med,reach,0.332,chinook,juvenile
2051,fuzzy,mean,reach,0.367,chinook,juvenile
2051,fuzzy,sd,reach,0.273,chinook,juvenile
2051,fuzzy,med,suitable,0.658,chinook,juvenile
2051,fuzzy,mean,suitable,0.641,chinook,juvenile
2051,fuzzy,sd,suitable,0.128,chinook,juvenile
2056,thalweg,length,reach,403.045,NA,NA
2056,thalweg,length,main,285.001,NA,NA
2056,nrei,area,reach,2959.48,steelhead,juvenile
2056,nrei,area,suitable,1655.82,steelhead,juvenile
2056,nrei,pred.fish,suitable,659,steelhead,juvenile
2056,nrei,pred.fish,reach,659,steelhead,juvenile
2056,nrei,med,reach,49.56,steelhead,juvenile
2056,nrei,mean,reach,37.704,steelhead,juvenile
2056,nrei,sd,reach,45.446,steelhead,juvenile
2056,nrei,med,suitable,61.114,steelhead,juvenile
2056,nrei,mean,suitable,57.396,steelhead,juvenile
2056,nrei,sd,suitable,23.745,steelhead,juvenile
2056,fuzzy,area,reach,2925.05,chinook,spawner
2056,fuzzy,area,suitable,1.13,chinook,spawner
2056,fuzzy,pred.fish,suitable,0,chinook,spawner
2056,fuzzy,pred.fish,reach,0,chinook,spawner
2056,fuzzy,med,reach,0.275,chinook,spawner
2056,fuzzy,mean,reach,0.268,chinook,spawner
2056,fuzzy,sd,reach,0.038,chinook,spawner
2056,fuzzy,med,suitable,0.403,chinook,spawner
2056,fuzzy,mean,suitable,0.404,chinook,spawner
2056,fuzzy,sd,suitable,0.002,chinook,spawner
2056,fuzzy,area,reach,2925.05,steelhead,spawner
2056,fuzzy,area,suitable,1.13,steelhead,spawner
2056,fuzzy,pred.fish,suitable,0,steelhead,spawner
2056,fuzzy,pred.fish,reach,0,steelhead,spawner
2056,fuzzy,med,reach,0.078,steelhead,spawner
2056,fuzzy,mean,reach,0.091,steelhead,spawner
2056,fuzzy,sd,reach,0.039,steelhead,spawner
2056,fuzzy,med,suitable,0.403,steelhead,spawner
2056,fuzzy,mean,suitable,0.404,steelhead,spawner
2056,fuzzy,sd,suitable,0.002,steelhead,spawner
2056,fuzzy,area,reach,2925.05,chinook,juvenile
2056,fuzzy,area,suitable,1712.4,chinook,juvenile
2056,fuzzy,pred.fish,suitable,1566,chinook,juvenile
2056,fuzzy,pred.fish,reach,1566,chinook,juvenile
2056,fuzzy,med,reach,0.453,chinook,juvenile
2056,fuzzy,mean,reach,0.396,chinook,juvenile
2056,fuzzy,sd,reach,0.21,chinook,juvenile
2056,fuzzy,med,suitable,0.551,chinook,juvenile
2056,fuzzy,mean,suitable,0.551,chinook,juvenile
2056,fuzzy,sd,suitable,0.085,chinook,juvenile
2060,thalweg,length,reach,384.562,NA,NA
2060,thalweg,length,main,384.562,NA,NA
2060,nrei,area,reach,6711.76,steelhead,juvenile
2060,nrei,area,suitable,745.45,steelhead,juvenile
2060,nrei,pred.fish,suitable,2117,steelhead,juvenile
2060,nrei,pred.fish,reach,2117,steelhead,juvenile
2060,nrei,med,reach,-67.335,steelhead,juvenile
2060,nrei,mean,reach,-74.01,steelhead,juvenile
2060,nrei,sd,reach,112.446,steelhead,juvenile
2060,nrei,med,suitable,43.56,steelhead,juvenile
2060,nrei,mean,suitable,34.372,steelhead,juvenile
2060,nrei,sd,suitable,42.689,steelhead,juvenile
2060,fuzzy,area,reach,6544.25,chinook,spawner
2060,fuzzy,area,suitable,0,chinook,spawner
2060,fuzzy,pred.fish,suitable,0,chinook,spawner
2060,fuzzy,pred.fish,reach,0,chinook,spawner
2060,fuzzy,med,reach,0.315,chinook,spawner
2060,fuzzy,mean,reach,0.302,chinook,spawner
2060,fuzzy,sd,reach,0.025,chinook,spawner
2060,fuzzy,med,suitable,NA,chinook,spawner
2060,fuzzy,mean,suitable,NA,chinook,spawner
2060,fuzzy,sd,suitable,NA,chinook,spawner
2060,fuzzy,area,reach,6544.25,steelhead,spawner
2060,fuzzy,area,suitable,0,steelhead,spawner
2060,fuzzy,pred.fish,suitable,0,steelhead,spawner
2060,fuzzy,pred.fish,reach,0,steelhead,spawner
2060,fuzzy,med,reach,0.14,steelhead,spawner
2060,fuzzy,mean,reach,0.167,steelhead,spawner
2060,fuzzy,sd,reach,0.05,steelhead,spawner
2060,fuzzy,med,suitable,NA,steelhead,spawner
2060,fuzzy,mean,suitable,NA,steelhead,spawner
2060,fuzzy,sd,suitable,NA,steelhead,spawner
2060,fuzzy,area,reach,6544.25,chinook,juvenile
2060,fuzzy,area,suitable,2202.09,chinook,juvenile
2060,fuzzy,pred.fish,suitable,1814,chinook,juvenile
2060,fuzzy,pred.fish,reach,1814,chinook,juvenile
2060,fuzzy,med,reach,0.289,chinook,juvenile
2060,fuzzy,mean,reach,0.305,chinook,juvenile
2060,fuzzy,sd,reach,0.164,chinook,juvenile
2060,fuzzy,med,suitable,0.49,chinook,juvenile
2060,fuzzy,mean,suitable,0.495,chinook,juvenile
2060,fuzzy,sd,suitable,0.057,chinook,juvenile
2061,thalweg,length,reach,340.441,NA,NA
2061,thalweg,length,main,185.602,NA,NA
2061,nrei,area,reach,1857.44,steelhead,juvenile
2061,nrei,area,suitable,225.86,steelhead,juvenile
2061,nrei,pred.fish,suitable,615,steelhead,juvenile
2061,nrei,pred.fish,reach,615,steelhead,juvenile
2061,nrei,med,reach,36.458,steelhead,juvenile
2061,nrei,mean,reach,2.914,steelhead,juvenile
2061,nrei,sd,reach,101.325,steelhead,juvenile
2061,nrei,med,suitable,59.505,steelhead,juvenile
2061,nrei,mean,suitable,55.694,steelhead,juvenile
2061,nrei,sd,suitable,27.567,steelhead,juvenile
2061,fuzzy,area,reach,1808.7,chinook,spawner
2061,fuzzy,area,suitable,592.68,chinook,spawner
2061,fuzzy,pred.fish,suitable,14,chinook,spawner
2061,fuzzy,pred.fish,reach,14,chinook,spawner
2061,fuzzy,med,reach,0.176,chinook,spawner
2061,fuzzy,mean,reach,0.3,chinook,spawner
2061,fuzzy,sd,reach,0.26,chinook,spawner
2061,fuzzy,med,suitable,0.668,chinook,spawner
2061,fuzzy,mean,suitable,0.645,chinook,spawner
2061,fuzzy,sd,suitable,0.114,chinook,spawner
2061,fuzzy,area,reach,1808.7,steelhead,spawner
2061,fuzzy,area,suitable,592.68,steelhead,spawner
2061,fuzzy,pred.fish,suitable,19,steelhead,spawner
2061,fuzzy,pred.fish,reach,19,steelhead,spawner
2061,fuzzy,med,reach,0.176,steelhead,spawner
2061,fuzzy,mean,reach,0.3,steelhead,spawner
2061,fuzzy,sd,reach,0.26,steelhead,spawner
2061,fuzzy,med,suitable,0.668,steelhead,spawner
2061,fuzzy,mean,suitable,0.645,steelhead,spawner
2061,fuzzy,sd,suitable,0.114,steelhead,spawner
2061,fuzzy,area,reach,1808.7,chinook,juvenile
2061,fuzzy,area,suitable,1002.66,chinook,juvenile
2061,fuzzy,pred.fish,suitable,1122,chinook,juvenile
2061,fuzzy,pred.fish,reach,1122,chinook,juvenile
2061,fuzzy,med,reach,0.467,chinook,juvenile
2061,fuzzy,mean,reach,0.446,chinook,juvenile
2061,fuzzy,sd,reach,0.286,chinook,juvenile
2061,fuzzy,med,suitable,0.668,chinook,juvenile
2061,fuzzy,mean,suitable,0.674,chinook,juvenile
2061,fuzzy,sd,suitable,0.145,chinook,juvenile
2065,thalweg,length,reach,299.993,NA,NA
2065,thalweg,length,main,217.673,NA,NA
2065,nrei,area,reach,1696.92,steelhead,juvenile
2065,nrei,area,suitable,821.5,steelhead,juvenile
2065,nrei,pred.fish,suitable,488,steelhead,juvenile
2065,nrei,pred.fish,reach,488,steelhead,juvenile
2065,nrei,med,reach,20.667,steelhead,juvenile
2065,nrei,mean,reach,4.022,steelhead,juvenile
2065,nrei,sd,reach,73.801,steelhead,juvenile
2065,nrei,med,suitable,46.75,steelhead,juvenile
2065,nrei,mean,suitable,46.089,steelhead,juvenile
2065,nrei,sd,suitable,26.892,steelhead,juvenile
2065,fuzzy,area,reach,1638.88,chinook,spawner
2065,fuzzy,area,suitable,208.77,chinook,spawner
2065,fuzzy,pred.fish,suitable,3,chinook,spawner
2065,fuzzy,pred.fish,reach,3,chinook,spawner
2065,fuzzy,med,reach,0.283,chinook,spawner
2065,fuzzy,mean,reach,0.292,chinook,spawner
2065,fuzzy,sd,reach,0.086,chinook,spawner
2065,fuzzy,med,suitable,0.485,chinook,spawner
2065,fuzzy,mean,suitable,0.475,chinook,spawner
2065,fuzzy,sd,suitable,0.038,chinook,spawner
2065,fuzzy,area,reach,1638.88,steelhead,spawner
2065,fuzzy,area,suitable,203.98,steelhead,spawner
2065,fuzzy,pred.fish,suitable,4,steelhead,spawner
2065,fuzzy,pred.fish,reach,4,steelhead,spawner
2065,fuzzy,med,reach,0.134,steelhead,spawner
2065,fuzzy,mean,reach,0.173,steelhead,spawner
2065,fuzzy,sd,reach,0.13,steelhead,spawner
2065,fuzzy,med,suitable,0.463,steelhead,spawner
2065,fuzzy,mean,suitable,0.469,steelhead,spawner
2065,fuzzy,sd,suitable,0.041,steelhead,spawner
2065,fuzzy,area,reach,1638.88,chinook,juvenile
2065,fuzzy,area,suitable,610.99,chinook,juvenile
2065,fuzzy,pred.fish,suitable,527,chinook,juvenile
2065,fuzzy,pred.fish,reach,527,chinook,juvenile
2065,fuzzy,med,reach,0.333,chinook,juvenile
2065,fuzzy,mean,reach,0.319,chinook,juvenile
2065,fuzzy,sd,reach,0.191,chinook,juvenile
2065,fuzzy,med,suitable,0.496,chinook,juvenile
2065,fuzzy,mean,suitable,0.519,chinook,juvenile
2065,fuzzy,sd,suitable,0.101,chinook,juvenile
2133,thalweg,length,reach,132.135,NA,NA
2133,thalweg,length,main,124.525,NA,NA
2133,nrei,area,reach,261,steelhead,juvenile
2133,nrei,area,suitable,23.05,steelhead,juvenile
2133,nrei,pred.fish,suitable,22,steelhead,juvenile
2133,nrei,pred.fish,reach,22,steelhead,juvenile
2133,nrei,med,reach,-8.318,steelhead,juvenile
2133,nrei,mean,reach,-9.907,steelhead,juvenile
2133,nrei,sd,reach,21.165,steelhead,juvenile
2133,nrei,med,suitable,16.024,steelhead,juvenile
2133,nrei,mean,suitable,17.418,steelhead,juvenile
2133,nrei,sd,suitable,9.782,steelhead,juvenile
2133,fuzzy,area,reach,239.97,chinook,spawner
2133,fuzzy,area,suitable,49.97,chinook,spawner
2133,fuzzy,pred.fish,suitable,0,chinook,spawner
2133,fuzzy,pred.fish,reach,0,chinook,spawner
2133,fuzzy,med,reach,0.17,chinook,spawner
2133,fuzzy,mean,reach,0.226,chinook,spawner
2133,fuzzy,sd,reach,0.172,chinook,spawner
2133,fuzzy,med,suitable,0.485,chinook,spawner
2133,fuzzy,mean,suitable,0.5,chinook,spawner
2133,fuzzy,sd,suitable,0.076,chinook,spawner
2133,fuzzy,area,reach,239.97,steelhead,spawner
2133,fuzzy,area,suitable,50.01,steelhead,spawner
2133,fuzzy,pred.fish,suitable,0,steelhead,spawner
2133,fuzzy,pred.fish,reach,0,steelhead,spawner
2133,fuzzy,med,reach,0.09,steelhead,spawner
2133,fuzzy,mean,reach,0.219,steelhead,spawner
2133,fuzzy,sd,reach,0.175,steelhead,spawner
2133,fuzzy,med,suitable,0.485,steelhead,spawner
2133,fuzzy,mean,suitable,0.5,steelhead,spawner
2133,fuzzy,sd,suitable,0.076,steelhead,spawner
2133,fuzzy,area,reach,239.97,chinook,juvenile
2133,fuzzy,area,suitable,105.96,chinook,juvenile
2133,fuzzy,pred.fish,suitable,111,chinook,juvenile
2133,fuzzy,pred.fish,reach,111,chinook,juvenile
2133,fuzzy,med,reach,0.285,chinook,juvenile
2133,fuzzy,mean,reach,0.347,chinook,juvenile
2133,fuzzy,sd,reach,0.273,chinook,juvenile
2133,fuzzy,med,suitable,0.66,chinook,juvenile
2133,fuzzy,mean,suitable,0.633,chinook,juvenile
2133,fuzzy,sd,suitable,0.108,chinook,juvenile
2140,thalweg,length,reach,1127.997,NA,NA
2140,thalweg,length,main,377.333,NA,NA
2140,nrei,area,reach,3654.48,steelhead,juvenile
2140,nrei,area,suitable,330.82,steelhead,juvenile
2140,nrei,pred.fish,suitable,448,steelhead,juvenile
2140,nrei,pred.fish,reach,448,steelhead,juvenile
2140,nrei,med,reach,18.073,steelhead,juvenile
2140,nrei,mean,reach,18.177,steelhead,juvenile
2140,nrei,sd,reach,38.394,steelhead,juvenile
2140,nrei,med,suitable,37.878,steelhead,juvenile
2140,nrei,mean,suitable,41.696,steelhead,juvenile
2140,nrei,sd,suitable,25.216,steelhead,juvenile
2140,fuzzy,area,reach,79.81,chinook,spawner
2140,fuzzy,area,suitable,12.82,chinook,spawner
2140,fuzzy,pred.fish,suitable,0,chinook,spawner
2140,fuzzy,pred.fish,reach,0,chinook,spawner
2140,fuzzy,med,reach,0.078,chinook,spawner
2140,fuzzy,mean,reach,0.188,chinook,spawner
2140,fuzzy,sd,reach,0.232,chinook,spawner
2140,fuzzy,med,suitable,0.653,chinook,spawner
2140,fuzzy,mean,suitable,0.677,chinook,spawner
2140,fuzzy,sd,suitable,0.178,chinook,spawner
2140,fuzzy,area,reach,79.81,steelhead,spawner
2140,fuzzy,area,suitable,12.82,steelhead,spawner
2140,fuzzy,pred.fish,suitable,0,steelhead,spawner
2140,fuzzy,pred.fish,reach,0,steelhead,spawner
2140,fuzzy,med,reach,0.078,steelhead,spawner
2140,fuzzy,mean,reach,0.188,steelhead,spawner
2140,fuzzy,sd,reach,0.232,steelhead,spawner
2140,fuzzy,med,suitable,0.653,steelhead,spawner
2140,fuzzy,mean,suitable,0.677,steelhead,spawner
2140,fuzzy,sd,suitable,0.178,steelhead,spawner
2140,fuzzy,area,reach,79.81,chinook,juvenile
2140,fuzzy,area,suitable,38.64,chinook,juvenile
2140,fuzzy,pred.fish,suitable,41,chinook,juvenile
2140,fuzzy,pred.fish,reach,41,chinook,juvenile
2140,fuzzy,med,reach,0.385,chinook,juvenile
2140,fuzzy,mean,reach,0.384,chinook,juvenile
2140,fuzzy,sd,reach,0.285,chinook,juvenile
2140,fuzzy,med,suitable,0.664,chinook,juvenile
2140,fuzzy,mean,suitable,0.654,chinook,juvenile
2140,fuzzy,sd,suitable,0.128,chinook,juvenile
2141,thalweg,length,reach,179.258,NA,NA
2141,thalweg,length,main,126.305,NA,NA
2141,nrei,area,reach,408.04,steelhead,juvenile
2141,nrei,area,suitable,2.41,steelhead,juvenile
2141,nrei,pred.fish,suitable,7,steelhead,juvenile
2141,nrei,pred.fish,reach,7,steelhead,juvenile
2141,nrei,med,reach,-21.028,steelhead,juvenile
2141,nrei,mean,reach,-20.447,steelhead,juvenile
2141,nrei,sd,reach,10.319,steelhead,juvenile
2141,nrei,med,suitable,5.505,steelhead,juvenile
2141,nrei,mean,suitable,6.442,steelhead,juvenile
2141,nrei,sd,suitable,4.945,steelhead,juvenile
2141,fuzzy,area,reach,386.59,chinook,spawner
2141,fuzzy,area,suitable,2.97,chinook,spawner
2141,fuzzy,pred.fish,suitable,0,chinook,spawner
2141,fuzzy,pred.fish,reach,0,chinook,spawner
2141,fuzzy,med,reach,0.078,chinook,spawner
2141,fuzzy,mean,reach,0.15,chinook,spawner
2141,fuzzy,sd,reach,0.084,chinook,spawner
2141,fuzzy,med,suitable,0.507,chinook,spawner
2141,fuzzy,mean,suitable,0.504,chinook,spawner
2141,fuzzy,sd,suitable,0.056,chinook,spawner
2141,fuzzy,area,reach,386.59,steelhead,spawner
2141,fuzzy,area,suitable,3.6,steelhead,spawner
2141,fuzzy,pred.fish,suitable,0,steelhead,spawner
2141,fuzzy,pred.fish,reach,0,steelhead,spawner
2141,fuzzy,med,reach,0.078,steelhead,spawner
2141,fuzzy,mean,reach,0.097,steelhead,spawner
2141,fuzzy,sd,reach,0.061,steelhead,spawner
2141,fuzzy,med,suitable,0.485,steelhead,spawner
2141,fuzzy,mean,suitable,0.488,steelhead,spawner
2141,fuzzy,sd,suitable,0.062,steelhead,spawner
2141,fuzzy,area,reach,386.59,chinook,juvenile
2141,fuzzy,area,suitable,30.87,chinook,juvenile
2141,fuzzy,pred.fish,suitable,25,chinook,juvenile
2141,fuzzy,pred.fish,reach,25,chinook,juvenile
2141,fuzzy,med,reach,0.078,chinook,juvenile
2141,fuzzy,mean,reach,0.137,chinook,juvenile
2141,fuzzy,sd,reach,0.128,chinook,juvenile
2141,fuzzy,med,suitable,0.469,chinook,juvenile
2141,fuzzy,mean,suitable,0.49,chinook,juvenile
2141,fuzzy,sd,suitable,0.075,chinook,juvenile
2145,thalweg,length,reach,301.23,NA,NA
2145,thalweg,length,main,203.71,NA,NA
2145,nrei,area,reach,1022.56,steelhead,juvenile
2145,nrei,area,suitable,316.04,steelhead,juvenile
2145,nrei,pred.fish,suitable,291,steelhead,juvenile
2145,nrei,pred.fish,reach,291,steelhead,juvenile
2145,nrei,med,reach,-19.823,steelhead,juvenile
2145,nrei,mean,reach,-69.425,steelhead,juvenile
2145,nrei,sd,reach,123.21,steelhead,juvenile
2145,nrei,med,suitable,37.756,steelhead,juvenile
2145,nrei,mean,suitable,33.449,steelhead,juvenile
2145,nrei,sd,suitable,31.348,steelhead,juvenile
2145,fuzzy,area,reach,981.17,chinook,spawner
2145,fuzzy,area,suitable,220.65,chinook,spawner
2145,fuzzy,pred.fish,suitable,4,chinook,spawner
2145,fuzzy,pred.fish,reach,4,chinook,spawner
2145,fuzzy,med,reach,0.29,chinook,spawner
2145,fuzzy,mean,reach,0.314,chinook,spawner
2145,fuzzy,sd,reach,0.173,chinook,spawner
2145,fuzzy,med,suitable,0.557,chinook,spawner
2145,fuzzy,mean,suitable,0.58,chinook,spawner
2145,fuzzy,sd,suitable,0.129,chinook,spawner
2145,fuzzy,area,reach,981.17,steelhead,spawner
2145,fuzzy,area,suitable,218.73,steelhead,spawner
2145,fuzzy,pred.fish,suitable,6,steelhead,spawner
2145,fuzzy,pred.fish,reach,6,steelhead,spawner
2145,fuzzy,med,reach,0.198,steelhead,spawner
2145,fuzzy,mean,reach,0.245,steelhead,spawner
2145,fuzzy,sd,reach,0.206,steelhead,spawner
2145,fuzzy,med,suitable,0.561,steelhead,spawner
2145,fuzzy,mean,suitable,0.582,steelhead,spawner
2145,fuzzy,sd,suitable,0.129,steelhead,spawner
2145,fuzzy,area,reach,981.17,chinook,juvenile
2145,fuzzy,area,suitable,147.88,chinook,juvenile
2145,fuzzy,pred.fish,suitable,126,chinook,juvenile
2145,fuzzy,pred.fish,reach,126,chinook,juvenile
2145,fuzzy,med,reach,0.154,chinook,juvenile
2145,fuzzy,mean,reach,0.216,chinook,juvenile
2145,fuzzy,sd,reach,0.163,chinook,juvenile
2145,fuzzy,med,suitable,0.487,chinook,juvenile
2145,fuzzy,mean,suitable,0.513,chinook,juvenile
2145,fuzzy,sd,suitable,0.098,chinook,juvenile
2153,thalweg,length,reach,464.737,NA,NA
2153,thalweg,length,main,426.2,NA,NA
2153,nrei,area,reach,7189.6,steelhead,juvenile
2153,nrei,area,suitable,800.05,steelhead,juvenile
2153,nrei,pred.fish,suitable,2306,steelhead,juvenile
2153,nrei,pred.fish,reach,2306,steelhead,juvenile
2153,nrei,med,reach,-24.49,steelhead,juvenile
2153,nrei,mean,reach,-66.149,steelhead,juvenile
2153,nrei,sd,reach,122.71,steelhead,juvenile
2153,nrei,med,suitable,45.048,steelhead,juvenile
2153,nrei,mean,suitable,35.809,steelhead,juvenile
2153,nrei,sd,suitable,45.365,steelhead,juvenile
2153,fuzzy,area,reach,7048.69,chinook,spawner
2153,fuzzy,area,suitable,0,chinook,spawner
2153,fuzzy,pred.fish,suitable,0,chinook,spawner
2153,fuzzy,pred.fish,reach,0,chinook,spawner
2153,fuzzy,med,reach,0.3,chinook,spawner
2153,fuzzy,mean,reach,0.286,chinook,spawner
2153,fuzzy,sd,reach,0.025,chinook,spawner
2153,fuzzy,med,suitable,NA,chinook,spawner
2153,fuzzy,mean,suitable,NA,chinook,spawner
2153,fuzzy,sd,suitable,NA,chinook,spawner
2153,fuzzy,area,reach,7048.69,steelhead,spawner
2153,fuzzy,area,suitable,0,steelhead,spawner
2153,fuzzy,pred.fish,suitable,0,steelhead,spawner
2153,fuzzy,pred.fish,reach,0,steelhead,spawner
2153,fuzzy,med,reach,0.078,steelhead,spawner
2153,fuzzy,mean,reach,0.127,steelhead,spawner
2153,fuzzy,sd,reach,0.065,steelhead,spawner
2153,fuzzy,med,suitable,NA,steelhead,spawner
2153,fuzzy,mean,suitable,NA,steelhead,spawner
2153,fuzzy,sd,suitable,NA,steelhead,spawner
2153,fuzzy,area,reach,7048.69,chinook,juvenile
2153,fuzzy,area,suitable,2293.29,chinook,juvenile
2153,fuzzy,pred.fish,suitable,1897,chinook,juvenile
2153,fuzzy,pred.fish,reach,1897,chinook,juvenile
2153,fuzzy,med,reach,0.291,chinook,juvenile
2153,fuzzy,mean,reach,0.298,chinook,juvenile
2153,fuzzy,sd,reach,0.169,chinook,juvenile
2153,fuzzy,med,suitable,0.488,chinook,juvenile
2153,fuzzy,mean,suitable,0.496,chinook,juvenile
2153,fuzzy,sd,suitable,0.063,chinook,juvenile
22,thalweg,length,reach,227.972,NA,NA
22,thalweg,length,main,121.403,NA,NA
22,nrei,area,reach,451.24,steelhead,juvenile
22,nrei,area,suitable,82.07,steelhead,juvenile
22,nrei,pred.fish,suitable,87,steelhead,juvenile
22,nrei,pred.fish,reach,87,steelhead,juvenile
22,nrei,med,reach,-63.739,steelhead,juvenile
22,nrei,mean,reach,-114.785,steelhead,juvenile
22,nrei,sd,reach,167.801,steelhead,juvenile
22,nrei,med,suitable,36.625,steelhead,juvenile
22,nrei,mean,suitable,33.71,steelhead,juvenile
22,nrei,sd,suitable,34.607,steelhead,juvenile
22,fuzzy,area,reach,415.58,chinook,spawner
22,fuzzy,area,suitable,119.92,chinook,spawner
22,fuzzy,pred.fish,suitable,2,chinook,spawner
22,fuzzy,pred.fish,reach,2,chinook,spawner
22,fuzzy,med,reach,0.286,chinook,spawner
22,fuzzy,mean,reach,0.299,chinook,spawner
22,fuzzy,sd,reach,0.18,chinook,spawner
22,fuzzy,med,suitable,0.516,chinook,spawner
22,fuzzy,mean,suitable,0.53,chinook,spawner
22,fuzzy,sd,suitable,0.091,chinook,spawner
22,fuzzy,area,reach,415.58,steelhead,spawner
22,fuzzy,area,suitable,119.92,steelhead,spawner
22,fuzzy,pred.fish,suitable,3,steelhead,spawner
22,fuzzy,pred.fish,reach,3,steelhead,spawner
22,fuzzy,med,reach,0.286,steelhead,spawner
22,fuzzy,mean,reach,0.299,steelhead,spawner
22,fuzzy,sd,reach,0.18,steelhead,spawner
22,fuzzy,med,suitable,0.516,steelhead,spawner
22,fuzzy,mean,suitable,0.53,steelhead,spawner
22,fuzzy,sd,suitable,0.091,steelhead,spawner
22,fuzzy,area,reach,415.58,chinook,juvenile
22,fuzzy,area,suitable,53.24,chinook,juvenile
22,fuzzy,pred.fish,suitable,51,chinook,juvenile
22,fuzzy,pred.fish,reach,52,chinook,juvenile
22,fuzzy,med,reach,0.079,chinook,juvenile
22,fuzzy,mean,reach,0.172,chinook,juvenile
22,fuzzy,sd,reach,0.181,chinook,juvenile
22,fuzzy,med,suitable,0.57,chinook,juvenile
22,fuzzy,mean,suitable,0.59,chinook,juvenile
22,fuzzy,sd,suitable,0.133,chinook,juvenile
2205,thalweg,length,reach,191.205,NA,NA
2205,thalweg,length,main,121.743,NA,NA
2205,nrei,area,reach,335.84,steelhead,juvenile
2205,nrei,area,suitable,102.31,steelhead,juvenile
2205,nrei,pred.fish,suitable,64,steelhead,juvenile
2205,nrei,pred.fish,reach,64,steelhead,juvenile
2205,nrei,med,reach,-1.291,steelhead,juvenile
2205,nrei,mean,reach,1.56,steelhead,juvenile
2205,nrei,sd,reach,49.722,steelhead,juvenile
2205,nrei,med,suitable,34.03,steelhead,juvenile
2205,nrei,mean,suitable,35.442,steelhead,juvenile
2205,nrei,sd,suitable,31.805,steelhead,juvenile
2205,fuzzy,area,reach,308.84,chinook,spawner
2205,fuzzy,area,suitable,100.18,chinook,spawner
2205,fuzzy,pred.fish,suitable,2,chinook,spawner
2205,fuzzy,pred.fish,reach,2,chinook,spawner
2205,fuzzy,med,reach,0.203,chinook,spawner
2205,fuzzy,mean,reach,0.293,chinook,spawner
2205,fuzzy,sd,reach,0.242,chinook,spawner
2205,fuzzy,med,suitable,0.569,chinook,spawner
2205,fuzzy,mean,suitable,0.599,chinook,spawner
2205,fuzzy,sd,suitable,0.143,chinook,spawner
2205,fuzzy,area,reach,308.84,steelhead,spawner
2205,fuzzy,area,suitable,100.73,steelhead,spawner
2205,fuzzy,pred.fish,suitable,3,steelhead,spawner
2205,fuzzy,pred.fish,reach,3,steelhead,spawner
2205,fuzzy,med,reach,0.193,steelhead,spawner
2205,fuzzy,mean,reach,0.29,steelhead,spawner
2205,fuzzy,sd,reach,0.244,steelhead,spawner
2205,fuzzy,med,suitable,0.568,steelhead,spawner
2205,fuzzy,mean,suitable,0.598,steelhead,spawner
2205,fuzzy,sd,suitable,0.143,steelhead,spawner
2205,fuzzy,area,reach,308.84,chinook,juvenile
2205,fuzzy,area,suitable,58.81,chinook,juvenile
2205,fuzzy,pred.fish,suitable,53,chinook,juvenile
2205,fuzzy,pred.fish,reach,53,chinook,juvenile
2205,fuzzy,med,reach,0.099,chinook,juvenile
2205,fuzzy,mean,reach,0.22,chinook,juvenile
2205,fuzzy,sd,reach,0.185,chinook,juvenile
2205,fuzzy,med,suitable,0.527,chinook,juvenile
2205,fuzzy,mean,suitable,0.542,chinook,juvenile
2205,fuzzy,sd,suitable,0.103,chinook,juvenile
2262,thalweg,length,reach,326.698,NA,NA
2262,thalweg,length,main,240.816,NA,NA
2262,nrei,area,reach,NA,steelhead,juvenile
2262,nrei,area,suitable,NA,steelhead,juvenile
2262,nrei,pred.fish,suitable,NA,steelhead,juvenile
2262,nrei,pred.fish,reach,NA,steelhead,juvenile
2262,nrei,med,reach,NA,steelhead,juvenile
2262,nrei,mean,reach,NA,steelhead,juvenile
2262,nrei,sd,reach,NA,steelhead,juvenile
2262,nrei,med,suitable,NA,steelhead,juvenile
2262,nrei,mean,suitable,NA,steelhead,juvenile
2262,nrei,sd,suitable,NA,steelhead,juvenile
2262,fuzzy,area,reach,2353.39,chinook,spawner
2262,fuzzy,area,suitable,692.63,chinook,spawner
2262,fuzzy,pred.fish,suitable,15,chinook,spawner
2262,fuzzy,pred.fish,reach,15,chinook,spawner
2262,fuzzy,med,reach,0.3,chinook,spawner
2262,fuzzy,mean,reach,0.372,chinook,spawner
2262,fuzzy,sd,reach,0.165,chinook,spawner
2262,fuzzy,med,suitable,0.571,chinook,spawner
2262,fuzzy,mean,suitable,0.588,chinook,spawner
2262,fuzzy,sd,suitable,0.125,chinook,spawner
2262,fuzzy,area,reach,2353.39,steelhead,spawner
2262,fuzzy,area,suitable,687.57,steelhead,spawner
2262,fuzzy,pred.fish,suitable,21,steelhead,spawner
2262,fuzzy,pred.fish,reach,21,steelhead,spawner
2262,fuzzy,med,reach,0.3,steelhead,spawner
