visit.id,UnitForm,model,species,lifestage,area.delft,hab.area.suitable,pred.fish,pred.fish.suitable,med,mean,sd,med.suitable,mean.suitable,sd.suitable
2065,Wall,nrei,steelhead,juvenile,360.98,0.19,0,0,-32.945,-27.076,15.242,16.417,20.401,11.669
2065,Bowl,fuzzy,chinook,spawner,146.02,42.04,2,2,0.3,0.334,0.124,0.494,0.496,0.038
2065,Bowl Transition,fuzzy,chinook,spawner,340.23,68.12,1,1,0.315,0.338,0.08,0.485,0.484,0.037
2065,Mound,fuzzy,chinook,spawner,654.41,0.05,0,0,0.229,0.211,0.057,0.402,0.405,0.004
2065,Mound Transition,fuzzy,chinook,spawner,292.49,6.98,0,0,0.229,0.245,0.069,0.435,0.439,0.022
2065,Plane,fuzzy,chinook,spawner,521.74,15.23,0,0,0.23,0.248,0.054,0.435,0.441,0.033
2065,Saddle,fuzzy,chinook,spawner,126.71000000000001,36.88,0,0,0.299,0.345,0.106,0.494,0.48,0.024
2065,Trough,fuzzy,chinook,spawner,536.9399999999999,39.42,0,0,0.289,0.292,0.062,0.448,0.452,0.033
2065,Wall,fuzzy,chinook,spawner,360.98,0.05,0,0,0.229,0.182,0.076,0.431,0.433,0.022
2065,Bowl,fuzzy,steelhead,spawner,146.02,40.14,2,2,0.134,0.224,0.176,0.485,0.483,0.044
2065,Bowl Transition,fuzzy,steelhead,spawner,340.23,62.88,2,2,0.16,0.225,0.141,0.482,0.48,0.044
2065,Mound,fuzzy,steelhead,spawner,654.41,0.07,0,0,0.078,0.097,0.056,0.411,0.409,0.005
2065,Mound Transition,fuzzy,steelhead,spawner,292.49,7.34,0,0,0.078,0.133,0.109,0.433,0.436,0.019
2065,Plane,fuzzy,steelhead,spawner,521.74,16.24,0,0,0.078,0.125,0.089,0.446,0.449,0.033
2065,Saddle,fuzzy,steelhead,spawner,126.71000000000001,34.97,0,0,0.14,0.249,0.161,0.454,0.455,0.023
2065,Trough,fuzzy,steelhead,spawner,536.9399999999999,42.29,0,0,0.134,0.165,0.109,0.459,0.464,0.037
2065,Wall,fuzzy,steelhead,spawner,360.98,0.05,0,0,0.078,0.086,0.043,0.431,0.433,0.022
2065,Bowl,fuzzy,chinook,juvenile,146.02,116.29,292,292,0.574,0.554,0.179,0.594,0.612,0.136
2065,Bowl Transition,fuzzy,chinook,juvenile,340.23,131.84,48,48,0.345,0.342,0.156,0.492,0.501,0.066
2065,Mound,fuzzy,chinook,juvenile,654.41,2.82,0,0,0.078,0.12,0.109,0.475,0.486,0.063
2065,Mound Transition,fuzzy,chinook,juvenile,292.49,16.080000000000002,3,3,0.078,0.179,0.155,0.465,0.479,0.065
2065,Plane,fuzzy,chinook,juvenile,521.74,69.36,50,50,0.078,0.214,0.171,0.486,0.505,0.089
2065,Saddle,fuzzy,chinook,juvenile,126.71000000000001,51.25,17,17,0.4,0.372,0.151,0.48,0.49,0.063
2065,Trough,fuzzy,chinook,juvenile,536.9399999999999,222.64,117,117,0.385,0.363,0.155,0.472,0.495,0.08
2065,Wall,fuzzy,chinook,juvenile,360.98,0.7100000000000001,0,0,0.078,0.128,0.135,0.516,0.537,0.085
2133,Bowl,nrei,steelhead,juvenile,64.1,19.05,17,17,2.295,2.294,14.422,16.798,18.394,9.631
2133,Bowl Transition,nrei,steelhead,juvenile,9.41,0.52,0,0,-20.731,-41.605,53.716,8.425,7.495,7.718
2133,Mound,nrei,steelhead,juvenile,107.67999999999999,NA,0,0,-34.066,-33.28,2.747,NA,NA,NA
2133,Mound Transition,nrei,steelhead,juvenile,36.86,NA,0,0,-33.709,-32.615,4.808,NA,NA,NA
2133,Plane,nrei,steelhead,juvenile,64.39,0.03,0,0,-27.499,-27.014,7.006,3.741,3.629,3.064
2133,Saddle,nrei,steelhead,juvenile,38.96,0.97,2,2,-17.191,-18.104,14.363,6.914,8.133,6.068
2133,Trough,nrei,steelhead,juvenile,70.61,2.28,3,3,-14.875,-16.989,17.244,9.599,10.838,7.038
2133,Wall,nrei,steelhead,juvenile,39.97,0.19,0,0,-28.868,-24.985,12.214,11.633,8.795,7.056
2133,Bowl,fuzzy,chinook,spawner,64.1,30.14,0,0,0.392,0.376,0.168,0.514,0.52,0.083
2133,Bowl Transition,fuzzy,chinook,spawner,9.41,0.58,0,0,0.164,0.173,0.114,0.422,0.438,0.049
2133,Mound,fuzzy,chinook,spawner,107.67999999999999,NA,0,0,0.078,0.078,0.001,NA,NA,NA
2133,Mound Transition,fuzzy,chinook,spawner,36.86,0.04,0,0,0.078,0.091,0.046,0.426,0.45,0.057
2133,Plane,fuzzy,chinook,spawner,64.39,1.25,0,0,0.078,0.128,0.094,0.439,0.443,0.03
2133,Saddle,fuzzy,chinook,spawner,38.96,2.4,0,0,0.078,0.151,0.122,0.462,0.473,0.058
2133,Trough,fuzzy,chinook,spawner,70.61,15.09,0,0,0.174,0.235,0.159,0.463,0.471,0.051
2133,Wall,fuzzy,chinook,spawner,39.97,0.47000000000000003,0,0,0.078,0.117,0.098,0.454,0.458,0.044
2133,Bowl,fuzzy,steelhead,spawner,64.1,30.18,0,0,0.393,0.376,0.168,0.514,0.52,0.082
2133,Bowl Transition,fuzzy,steelhead,spawner,9.41,0.58,0,0,0.078,0.152,0.119,0.423,0.438,0.049
2133,Mound,fuzzy,steelhead,spawner,107.67999999999999,NA,0,0,0.078,0.078,0.001,NA,NA,NA
2133,Mound Transition,fuzzy,steelhead,spawner,36.86,0.04,0,0,0.078,0.083,0.034,0.426,0.45,0.057
2133,Plane,fuzzy,steelhead,spawner,64.39,1.25,0,0,0.078,0.121,0.093,0.439,0.443,0.03
2133,Saddle,fuzzy,steelhead,spawner,38.96,2.4,0,0,0.078,0.137,0.122,0.462,0.473,0.058
2133,Trough,fuzzy,steelhead,spawner,70.61,15.09,0,0,0.15,0.226,0.165,0.463,0.471,0.051
2133,Wall,fuzzy,steelhead,spawner,39.97,0.47000000000000003,0,0,0.078,0.115,0.097,0.454,0.458,0.044
2133,Bowl,fuzzy,chinook,juvenile,64.1,59.23,102,102,0.685,0.653,0.139,0.688,0.681,0.098
2133,Bowl Transition,fuzzy,chinook,juvenile,9.41,0.57,0,0,0.078,0.144,0.115,0.442,0.456,0.043
2133,Mound,fuzzy,chinook,juvenile,107.67999999999999,0.39,0,0,0.078,0.128,0.128,0.493,0.506,0.064
2133,Mound Transition,fuzzy,chinook,juvenile,36.86,0.22,0,0,0.078,0.095,0.077,0.542,0.519,0.053
2133,Plane,fuzzy,chinook,juvenile,64.39,8.12,0,0,0.078,0.194,0.187,0.535,0.537,0.077
2133,Saddle,fuzzy,chinook,juvenile,38.96,4.2,2,2,0.078,0.165,0.181,0.61,0.594,0.094
2133,Trough,fuzzy,chinook,juvenile,70.61,29.66,4,4,0.309,0.329,0.24,0.593,0.581,0.085
2133,Wall,fuzzy,chinook,juvenile,39.97,3.57,3,3,0.078,0.247,0.226,0.588,0.579,0.085
2140,Bowl,nrei,steelhead,juvenile,1168.27,144.46,182,182,37.671,37.804,33.605,44.305,46.864,26.339
2140,Bowl Transition,nrei,steelhead,juvenile,178.81,17.64,42,42,30.887,8.851,73.492,50.503,49.371,28.385
2140,Mound,nrei,steelhead,juvenile,2272.13,0.25,0,0,-25.614,-24.132,19.423,13.324,13.675,6.57
2140,Mound Transition,nrei,steelhead,juvenile,863.6,1.52,1,1,-18.6,-16.011,15.687,16.758,18.182,8.21
2140,Plane,nrei,steelhead,juvenile,1609.95,29.62,38,38,-5.928,-3.943,22.123,23.13,24.077,11.976
2140,Saddle,nrei,steelhead,juvenile,491.95,24.31,23,23,21.235,24.327,30.546,28.242,34.97,25.86
2140,Trough,nrei,steelhead,juvenile,1503.71,108.02,154,154,14.5,13.941,33.235,33.032,35.57,19.805
2140,Wall,nrei,steelhead,juvenile,605.37,4.99,8,8,-17.694,-7.803,29.404,32.688,38.067,27.153
2140,Bowl,fuzzy,chinook,spawner,1168.27,NA,0,0,0.078,0.078,0,NA,NA,NA
2140,Bowl Transition,fuzzy,chinook,spawner,178.81,NA,0,0,NA,NA,NA,NA,NA,NA
2140,Mound,fuzzy,chinook,spawner,2272.13,4.94,0,0,0.571,0.49,0.309,0.678,0.696,0.148
2140,Mound Transition,fuzzy,chinook,spawner,863.6,0.53,0,0,0.078,0.141,0.172,0.572,0.617,0.177
2140,Plane,fuzzy,chinook,spawner,1609.95,0.59,0,0,0.078,0.122,0.109,0.445,0.457,0.051
2140,Saddle,fuzzy,chinook,spawner,491.95,5.74,0,0,0.078,0.248,0.285,0.734,0.728,0.178
2140,Trough,fuzzy,chinook,spawner,1503.71,0.63,0,0,0.078,0.133,0.118,0.468,0.465,0.035
2140,Wall,fuzzy,chinook,spawner,605.37,0.39,0,0,0.078,0.109,0.095,0.44,0.444,0.027
2140,Bowl,fuzzy,steelhead,spawner,1168.27,NA,0,0,0.078,0.078,0,NA,NA,NA
2140,Bowl Transition,fuzzy,steelhead,spawner,178.81,NA,0,0,NA,NA,NA,NA,NA,NA
2140,Mound,fuzzy,steelhead,spawner,2272.13,4.94,0,0,0.571,0.49,0.309,0.678,0.696,0.148
2140,Mound Transition,fuzzy,steelhead,spawner,863.6,0.53,0,0,0.078,0.141,0.172,0.572,0.617,0.177
2140,Plane,fuzzy,steelhead,spawner,1609.95,0.59,0,0,0.078,0.122,0.109,0.445,0.457,0.051
2140,Saddle,fuzzy,steelhead,spawner,491.95,5.74,0,0,0.078,0.248,0.285,0.734,0.728,0.178
2140,Trough,fuzzy,steelhead,spawner,1503.71,0.63,0,0,0.078,0.133,0.118,0.468,0.465,0.035
2140,Wall,fuzzy,steelhead,spawner,605.37,0.39,0,0,0.078,0.109,0.095,0.44,0.444,0.027
2140,Bowl,fuzzy,chinook,juvenile,1168.27,5.08,3,3,0.078,0.268,0.269,0.668,0.65,0.101
2140,Mound,fuzzy,chinook,juvenile,2272.13,4.46,2,2,0.429,0.441,0.214,0.589,0.58,0.129
2140,Mound Transition,fuzzy,chinook,juvenile,863.6,3.1199999999999997,2,2,0.508,0.43,0.294,0.685,0.669,0.123
2140,Plane,fuzzy,chinook,juvenile,1609.95,4.64,4,4,0.348,0.373,0.275,0.651,0.635,0.126
2140,Saddle,fuzzy,chinook,juvenile,491.95,14.5,22,22,0.529,0.463,0.286,0.688,0.679,0.131
2140,Trough,fuzzy,chinook,juvenile,1503.71,2.5100000000000002,0,0,0.099,0.262,0.231,0.56,0.587,0.123
2140,Wall,fuzzy,chinook,juvenile,605.37,4.33,8,8,0.572,0.442,0.305,0.705,0.694,0.097
2141,Bowl,nrei,steelhead,juvenile,52.24,0.41000000000000003,2,2,-14.139,-14.168,8.02,5.104,5.413,4.139
2141,Bowl Transition,nrei,steelhead,juvenile,100.32,1.53,4,4,-17.979,-17.898,10.501,4.473,4.942,3.8
2141,Mound Transition,nrei,steelhead,juvenile,90.96,NA,0,0,-34.693,-34.664,3.274,NA,NA,NA
2141,Plane,nrei,steelhead,juvenile,189.58,NA,0,0,-33.256,-31.082,5.786,NA,NA,NA
2141,Trough,nrei,steelhead,juvenile,189.32,0.47,1,1,-25.609,-24.396,8.549,11.525,10.415,5.507
2141,Wall,nrei,steelhead,juvenile,105.99000000000001,NA,0,0,-36.568,-36.849,1.44,NA,NA,NA
2141,Bowl,fuzzy,chinook,spawner,52.24,2.97,0,0,0.243,0.251,0.082,0.507,0.504,0.056
2141,Bowl Transition,fuzzy,chinook,spawner,100.32,NA,0,0,0.218,0.167,0.075,NA,NA,NA
2141,Mound,fuzzy,chinook,spawner,186.75,NA,0,0,0.078,0.125,0.065,NA,NA,NA
2141,Mound Transition,fuzzy,chinook,spawner,90.96,NA,0,0,0.078,0.141,0.071,NA,NA,NA
2141,Plane,fuzzy,chinook,spawner,189.58,NA,0,0,0.078,0.117,0.065,NA,NA,NA
2141,Trough,fuzzy,chinook,spawner,189.32,NA,0,0,0.078,0.122,0.067,NA,NA,NA
2141,Wall,fuzzy,chinook,spawner,105.99000000000001,NA,0,0,0.213,0.188,0.058,NA,NA,NA
2141,Bowl,fuzzy,steelhead,spawner,52.24,3.6,0,0,0.078,0.162,0.12,0.485,0.488,0.062
2141,Bowl Transition,fuzzy,steelhead,spawner,100.32,0,0,0,0.078,0.101,0.058,NA,NA,NA
2141,Mound,fuzzy,steelhead,spawner,186.75,NA,0,0,0.078,0.078,0,NA,NA,NA
2141,Mound Transition,fuzzy,steelhead,spawner,90.96,NA,0,0,0.078,0.078,0,NA,NA,NA
2141,Plane,fuzzy,steelhead,spawner,189.58,NA,0,0,0.078,0.078,0.007,NA,NA,NA
2141,Trough,fuzzy,steelhead,spawner,189.32,NA,0,0,0.078,0.082,0.02,NA,NA,NA
2141,Wall,fuzzy,steelhead,spawner,105.99000000000001,NA,0,0,0.078,0.078,0,NA,NA,NA
2141,Bowl,fuzzy,chinook,juvenile,52.24,26.02,15,15,0.4,0.387,0.115,0.463,0.476,0.058
2141,Bowl Transition,fuzzy,chinook,juvenile,100.32,4.24,10,10,0.078,0.123,0.116,0.588,0.581,0.1
2141,Mound,fuzzy,chinook,juvenile,186.75,NA,0,0,0.078,0.078,0,NA,NA,NA
2141,Mound Transition,fuzzy,chinook,juvenile,90.96,NA,0,0,0.078,0.078,0,NA,NA,NA
2141,Plane,fuzzy,chinook,juvenile,189.58,NA,0,0,0.078,0.079,0.011,NA,NA,NA
2141,Trough,fuzzy,chinook,juvenile,189.32,0.61,0,0,0.078,0.091,0.052,0.448,0.459,0.042
2141,Wall,fuzzy,chinook,juvenile,105.99000000000001,NA,0,0,0.078,0.078,0.003,NA,NA,NA
2145,Bowl,nrei,steelhead,juvenile,35.9,21.9,18,18,32.197,-28.375,106.646,51.889,45.086,34.759
2145,Bowl Transition,nrei,steelhead,juvenile,200.54,45.81,68,68,-172.353,-155.016,145.941,41.296,36.173,33.531
2145,Mound,nrei,steelhead,juvenile,282.85,6.88,5,5,-16.569,-12.048,37.729,21.601,30.89,32.776
2145,Mound Transition,nrei,steelhead,juvenile,121.02,17.91,12,12,-9.064,-17.565,55.585,16.566,20.273,25.186
2145,Plane,nrei,steelhead,juvenile,277.15999999999997,72.28999999999999,54,54,-8.788,-28.583,78.166,28.864,28.364,29.157
2145,Saddle,nrei,steelhead,juvenile,75.52,44.76,42,42,24.236,-8.336,80.531,39.598,33.763,32.031
2145,Trough,nrei,steelhead,juvenile,269.44,102.53,90,90,-12.831,-57.615,108.368,37.182,32.968,29.236
2145,Wall,nrei,steelhead,juvenile,167.22,3.94,2,2,-16.17,-8.063,29.964,29.418,30.172,23.694
2145,Bowl,fuzzy,chinook,spawner,35.9,14.719999999999999,1,1,0.3,0.411,0.219,0.594,0.637,0.137
2145,Bowl Transition,fuzzy,chinook,spawner,200.54,34.25,1,1,0.3,0.338,0.143,0.586,0.607,0.145
2145,Mound,fuzzy,chinook,spawner,282.85,1.09,0,0,0.23,0.175,0.09,0.467,0.487,0.062
2145,Mound Transition,fuzzy,chinook,spawner,121.02,8.58,0,0,0.23,0.221,0.13,0.486,0.499,0.072
2145,Plane,fuzzy,chinook,spawner,277.15999999999997,61.3,0,0,0.253,0.304,0.174,0.531,0.551,0.108
2145,Saddle,fuzzy,chinook,spawner,75.52,20.42,1,1,0.3,0.361,0.165,0.578,0.587,0.108
2145,Trough,fuzzy,chinook,spawner,269.44,76.9,1,1,0.294,0.353,0.18,0.561,0.59,0.137
2145,Wall,fuzzy,chinook,spawner,167.22,3.35,0,0,0.23,0.207,0.141,0.555,0.557,0.101
2145,Bowl,fuzzy,steelhead,spawner,35.9,14.29,2,2,0.23,0.352,0.261,0.598,0.642,0.135
2145,Bowl Transition,fuzzy,steelhead,spawner,200.54,32.64,1,1,0.23,0.271,0.176,0.597,0.616,0.143
2145,Mound,fuzzy,steelhead,spawner,282.85,1.16,0,0,0.078,0.097,0.071,0.492,0.494,0.057
2145,Mound Transition,fuzzy,steelhead,spawner,121.02,8.66,0,0,0.078,0.157,0.144,0.493,0.504,0.072
2145,Plane,fuzzy,steelhead,spawner,277.15999999999997,61.2,1,1,0.078,0.242,0.208,0.537,0.553,0.108
2145,Saddle,fuzzy,steelhead,spawner,75.52,20.42,1,1,0.108,0.256,0.228,0.578,0.587,0.108
2145,Trough,fuzzy,steelhead,spawner,269.44,76.95,1,1,0.222,0.288,0.223,0.564,0.59,0.137
2145,Wall,fuzzy,steelhead,spawner,167.22,3.37,0,0,0.078,0.135,0.148,0.551,0.558,0.1
2145,Bowl,fuzzy,chinook,juvenile,35.9,9.04,14,14,0.255,0.276,0.184,0.496,0.529,0.115
2145,Bowl Transition,fuzzy,chinook,juvenile,200.54,23.29,24,24,0.083,0.184,0.156,0.506,0.526,0.102
2145,Mound,fuzzy,chinook,juvenile,282.85,1.69,1,1,0.078,0.127,0.098,0.427,0.439,0.043
2145,Mound Transition,fuzzy,chinook,juvenile,121.02,8.09,0,0,0.078,0.179,0.139,0.461,0.477,0.066
2145,Plane,fuzzy,chinook,juvenile,277.15999999999997,35.36,30,30,0.154,0.216,0.164,0.496,0.521,0.098
2145,Saddle,fuzzy,chinook,juvenile,75.52,19.16,4,4,0.311,0.296,0.15,0.466,0.477,0.059
2145,Trough,fuzzy,chinook,juvenile,269.44,45.83,40,40,0.234,0.247,0.163,0.489,0.514,0.1
2145,Wall,fuzzy,chinook,juvenile,167.22,5.41,13,13,0.078,0.178,0.183,0.521,0.56,0.124
2153,Bowl,nrei,steelhead,juvenile,400.77,51.1,237,237,4.464,-50.752,116.178,49.874,36.815,56.669
2153,Bowl Transition,nrei,steelhead,juvenile,1151.54,64.49,271,271,-170.984,-154.659,123.846,31.53,11.854,59.443
2153,Mound,nrei,steelhead,juvenile,1880.97,38.84,53,53,7.606,8.247,44.025,38.088,39.797,21.998
2153,Mound Transition,nrei,steelhead,juvenile,660.23,67.8,111,111,35.962,25.897,49.995,50.081,48.216,23.48
2153,Plane,nrei,steelhead,juvenile,1529.3899999999999,245.1,597,597,41.68,7.314,81.505,51.454,46.239,32.173
2153,Saddle,nrei,steelhead,juvenile,844.38,140.35,455,455,26.233,-20.191,90.896,37.049,27.984,45.213
2153,Trough,nrei,steelhead,juvenile,1699.61,175.36,550,550,-138.554,-88.233,119.676,47.215,38.556,42.741
2153,Wall,nrei,steelhead,juvenile,984.41,17.009999999999998,32,32,-6.857,-0.089,44.661,40.078,40.748,26.044
2153,Bowl,fuzzy,chinook,spawner,400.77,0,0,0,0.3,0.298,0.011,NA,NA,NA
2153,Bowl Transition,fuzzy,chinook,spawner,1151.54,0,0,0,0.3,0.3,0.002,NA,NA,NA
2153,Mound,fuzzy,chinook,spawner,1880.97,0,0,0,0.233,0.249,0.025,NA,NA,NA
2153,Mound Transition,fuzzy,chinook,spawner,660.23,0,0,0,0.263,0.265,0.028,NA,NA,NA
2153,Plane,fuzzy,chinook,spawner,1529.3899999999999,0,0,0,0.3,0.286,0.024,NA,NA,NA
2153,Saddle,fuzzy,chinook,spawner,844.38,0,0,0,0.3,0.295,0.016,NA,NA,NA
2153,Trough,fuzzy,chinook,spawner,1699.61,0,0,0,0.3,0.299,0.008,NA,NA,NA
2153,Wall,fuzzy,chinook,spawner,984.41,0,0,0,0.23,0.247,0.025,NA,NA,NA
2153,Bowl,fuzzy,steelhead,spawner,400.77,0,0,0,0.158,0.149,0.069,NA,NA,NA
2153,Bowl Transition,fuzzy,steelhead,spawner,1151.54,0,0,0,0.225,0.191,0.056,NA,NA,NA
2153,Mound,fuzzy,steelhead,spawner,1880.97,0,0,0,0.078,0.079,0.013,NA,NA,NA
2153,Mound Transition,fuzzy,steelhead,spawner,660.23,0,0,0,0.078,0.081,0.018,NA,NA,NA
2153,Plane,fuzzy,steelhead,spawner,1529.3899999999999,0,0,0,0.078,0.095,0.042,NA,NA,NA
2153,Saddle,fuzzy,steelhead,spawner,844.38,0,0,0,0.078,0.112,0.053,NA,NA,NA
2153,Trough,fuzzy,steelhead,spawner,1699.61,0,0,0,0.175,0.155,0.067,NA,NA,NA
2153,Wall,fuzzy,steelhead,spawner,984.41,0,0,0,0.078,0.079,0.014,NA,NA,NA
2153,Bowl,fuzzy,chinook,juvenile,400.77,131.28,203,203,0.277,0.307,0.174,0.5,0.514,0.083
2153,Bowl Transition,fuzzy,chinook,juvenile,1151.54,78.33,27,27,0.148,0.185,0.12,0.454,0.464,0.049
2153,Mound,fuzzy,chinook,juvenile,1880.97,200.22,289,289,0.199,0.27,0.203,0.523,0.522,0.069
2153,Mound Transition,fuzzy,chinook,juvenile,660.23,293.99,332,332,0.421,0.366,0.183,0.504,0.509,0.063
2153,Plane,fuzzy,chinook,juvenile,1529.3899999999999,819.6999999999999,585,585,0.42,0.385,0.146,0.489,0.493,0.056
2153,Saddle,fuzzy,chinook,juvenile,844.38,261.16,143,143,0.329,0.34,0.122,0.471,0.481,0.057
2153,Trough,fuzzy,chinook,juvenile,1699.61,402.14,219,219,0.264,0.272,0.151,0.476,0.483,0.056
2153,Wall,fuzzy,chinook,juvenile,984.41,106.47,99,99,0.143,0.259,0.202,0.526,0.525,0.071
22,Bowl,nrei,steelhead,juvenile,51.17,23.13,24,24,-6.308,-73.014,152.396,48.913,40.738,40.515
22,Bowl Transition,nrei,steelhead,juvenile,50.68,7.36,12,12,-214.909,-246.366,255.648,40.158,35.939,29.259
22,Mound,nrei,steelhead,juvenile,102.83,3.1,2,2,-25.898,-39.385,75.749,14.336,17.764,19.347
22,Mound Transition,nrei,steelhead,juvenile,35.69,6.3,2,2,-25.628,-42.748,107.818,24.565,26.493,18.577
22,Plane,nrei,steelhead,juvenile,92.88,13.98,16,16,-53.41,-92.511,124.933,26.8,24.661,32.677
22,Saddle,nrei,steelhead,juvenile,21.490000000000002,1.97,2,2,-173.157,-148.491,109.049,33.999,35.602,27.094
22,Trough,nrei,steelhead,juvenile,106.68,19.580000000000002,21,21,-150.247,-137.668,140.121,32.384,30.132,29.647
22,Wall,nrei,steelhead,juvenile,58.76,6.64,8,8,-16.773,-29.939,94.264,23.64,26.344,22.25
22,Bowl,fuzzy,chinook,spawner,51.17,30.39,1,1,0.46,0.455,0.161,0.56,0.565,0.099
22,Bowl Transition,fuzzy,chinook,spawner,50.68,10.89,0,0,0.3,0.317,0.136,0.501,0.522,0.09
22,Mound,fuzzy,chinook,spawner,102.83,2.8,0,0,0.078,0.141,0.129,0.484,0.499,0.063
22,Mound Transition,fuzzy,chinook,spawner,35.69,5.5,0,0,0.078,0.189,0.164,0.492,0.49,0.056
22,Plane,fuzzy,chinook,spawner,92.88,18.37,0,0,0.226,0.252,0.162,0.496,0.503,0.075
22,Saddle,fuzzy,chinook,spawner,21.490000000000002,3.16,0,0,0.246,0.269,0.161,0.542,0.574,0.14
22,Trough,fuzzy,chinook,spawner,106.68,41.24,0,0,0.336,0.363,0.152,0.514,0.523,0.082
22,Wall,fuzzy,chinook,spawner,58.76,7.55,1,1,0.131,0.238,0.188,0.492,0.519,0.097
22,Bowl,fuzzy,steelhead,spawner,51.17,30.39,1,1,0.46,0.455,0.161,0.56,0.565,0.099
22,Bowl Transition,fuzzy,steelhead,spawner,50.68,10.89,0,0,0.3,0.317,0.136,0.501,0.522,0.09
22,Mound,fuzzy,steelhead,spawner,102.83,2.8,0,0,0.078,0.141,0.129,0.484,0.499,0.063
22,Mound Transition,fuzzy,steelhead,spawner,35.69,5.5,0,0,0.078,0.189,0.164,0.492,0.49,0.056
22,Plane,fuzzy,steelhead,spawner,92.88,18.37,0,0,0.226,0.252,0.162,0.496,0.503,0.075
22,Saddle,fuzzy,steelhead,spawner,21.490000000000002,3.16,0,0,0.246,0.269,0.161,0.542,0.574,0.14
22,Trough,fuzzy,steelhead,spawner,106.68,41.24,0,0,0.336,0.363,0.152,0.514,0.523,0.082
22,Wall,fuzzy,steelhead,spawner,58.76,7.55,2,2,0.131,0.238,0.188,0.492,0.519,0.097
22,Bowl,fuzzy,chinook,juvenile,51.17,13.89,23,23,0.087,0.261,0.248,0.66,0.63,0.138
22,Bowl Transition,fuzzy,chinook,juvenile,50.68,6.51,3,3,0.078,0.163,0.175,0.554,0.569,0.113
22,Mound,fuzzy,chinook,juvenile,102.83,2.62,0,0,0.078,0.138,0.14,0.543,0.556,0.113
22,Mound Transition,fuzzy,chinook,juvenile,35.69,3.58,0,0,0.078,0.163,0.153,0.493,0.512,0.089
22,Plane,fuzzy,chinook,juvenile,92.88,6.69,4,4,0.08,0.145,0.146,0.548,0.579,0.14
22,Saddle,fuzzy,chinook,juvenile,21.490000000000002,1.8199999999999998,3,3,0.078,0.141,0.16,0.657,0.618,0.13
22,Trough,fuzzy,chinook,juvenile,106.68,9.48,10,10,0.082,0.151,0.161,0.566,0.597,0.142
22,Wall,fuzzy,chinook,juvenile,58.76,8.56,9,8,0.108,0.256,0.222,0.564,0.579,0.12
2205,Bowl,nrei,steelhead,juvenile,38.35,34.9,23,23,60.418,50.036,39.253,62.164,57.907,21.101
2205,Bowl Transition,nrei,steelhead,juvenile,59.92,27.169999999999998,22,22,-2.285,-18.134,62.274,21.928,19.005,30.097
2205,Mound,nrei,steelhead,juvenile,111.8,NA,0,0,-27.86,-27.86,NA,NA,NA,NA
2205,Mound Transition,nrei,steelhead,juvenile,44.230000000000004,0,0,0,-32.961,-31.569,7.091,NA,NA,NA
2205,Plane,nrei,steelhead,juvenile,109.35000000000001,2.04,1,1,-23.382,-21.513,13.367,5.57,6.802,7.382
2205,Saddle,nrei,steelhead,juvenile,22.33,6.7299999999999995,3,3,-8.551,-8.452,31.869,19.279,16.724,27.948
2205,Trough,nrei,steelhead,juvenile,104.93,29.990000000000002,15,15,-7.219,-10.706,32.041,14.401,13.24,21.916
2205,Wall,nrei,steelhead,juvenile,57.81,1.25,0,0,-13.229,-11.867,21.041,15.984,16.4,14.381
2205,Bowl,fuzzy,chinook,spawner,38.35,37.13,0,0,0.702,0.7,0.155,0.706,0.714,0.131
2205,Bowl Transition,fuzzy,chinook,spawner,59.92,28.36,0,0,0.387,0.385,0.201,0.54,0.559,0.11
2205,Mound,fuzzy,chinook,spawner,111.8,NA,0,0,0.078,0.078,0,NA,NA,NA
2205,Mound Transition,fuzzy,chinook,spawner,44.230000000000004,0,0,0,0.078,0.082,0.024,NA,NA,NA
2205,Plane,fuzzy,chinook,spawner,109.35000000000001,1.9200000000000002,0,0,0.078,0.11,0.085,0.471,0.479,0.058
2205,Saddle,fuzzy,chinook,spawner,22.33,6.94,0,0,0.233,0.278,0.21,0.534,0.543,0.106
2205,Trough,fuzzy,chinook,spawner,104.93,23.98,0,0,0.203,0.244,0.172,0.486,0.495,0.065
2205,Wall,fuzzy,chinook,spawner,57.81,1.8,2,2,0.078,0.18,0.197,0.534,0.592,0.164
2205,Bowl,fuzzy,steelhead,spawner,38.35,37.13,2,2,0.702,0.7,0.155,0.706,0.714,0.131
2205,Bowl Transition,fuzzy,steelhead,spawner,59.92,28.849999999999998,0,0,0.393,0.386,0.201,0.538,0.557,0.11
2205,Mound,fuzzy,steelhead,spawner,111.8,NA,0,0,0.078,0.078,0,NA,NA,NA
2205,Mound Transition,fuzzy,steelhead,spawner,44.230000000000004,0,0,0,0.078,0.078,0,NA,NA,NA
2205,Plane,fuzzy,steelhead,spawner,109.35000000000001,1.9200000000000002,0,0,0.078,0.103,0.082,0.471,0.479,0.058
2205,Saddle,fuzzy,steelhead,spawner,22.33,6.94,0,0,0.233,0.278,0.21,0.534,0.543,0.106
2205,Trough,fuzzy,steelhead,spawner,104.93,24.04,0,0,0.183,0.24,0.174,0.486,0.495,0.065
2205,Wall,fuzzy,steelhead,spawner,57.81,1.8,1,1,0.078,0.18,0.197,0.534,0.592,0.164
2205,Bowl,fuzzy,chinook,juvenile,38.35,30.4,46,46,0.543,0.511,0.167,0.57,0.577,0.103
