,GU,GUKey,UnitID,Channel,Perimeter,ElongRatio,Morphology,Position,Orient,OrientCat,bfSlope,bfSlopeSm,bedSlope,Area,Width,Length,LtoWRatio,bfwRatio,ThalwegCh,OnThalweg,No.Fish,No.FishBest,SuitArea,BestArea,MedModelVal,visit
2229,Margin Attached Bar,Br,59,NA,69.80000331,0.367837131,Elongated,Margin Attached,13.84374775,Longitudinal,0.309832869,0.326310793,3.957059354,2.329895668,2.507346917,23.59466303,9.410210797,0.227940629,None,None,0,NA,0,NA,0.079999998,2140
2230,Margin Attached Bar,Br,62,NA,98.60000467,0.262382611,Elongated,Margin Attached,4.330224476,Longitudinal,0.591851408,0.527092307,6.472380998,13.40008703,1.662552045,30.74791253,18.494406,0.151141095,None,None,0,NA,0,NA,0.079999998,2140
2231,Margin Attached Bar,Br,63,NA,184.8000088,0.276616647,Elongated,Margin Attached,-5.061295095,Longitudinal,0.433578516,0.425607314,5.939820813,41.77958497,3.396652238,56.52036322,16.6400206,0.308786567,None,None,0,NA,0,NA,0.079999998,2140
2232,Margin Attached Bar,Br,65,NA,61.60000292,0.441116469,Elongated,Margin Attached,-16.69535826,Diagonal,1.069527327,0.867800937,7.610811248,5.190061522,2.060459918,13.48242808,6.54340711,0.187314538,None,None,0,NA,1.03006757,NA,0.079999998,2140
2233,Margin Attached Bar,Br,66,NA,9.000000428,0.58440113,Elongated,Margin Attached,-5.103939931,Longitudinal,0.283031392,0.167796378,10.53572253,0.859968346,0.825415621,3.077237912,3.728107191,0.075037784,None,None,0,NA,0,NA,0.079999998,2140
2234,Margin Attached Bar,Br,67,NA,117.8000056,0.333567553,Elongated,Margin Attached,-163.1179818,Diagonal,0.570365577,0.604308886,3.183368349,17.80007474,3.098759719,35.45935161,11.44307879,0.281705429,None,None,0,NA,0,NA,0.079999998,2140
2235,Margin Attached Bar,Br,68,NA,117.8000056,0.297397679,Elongated,Margin Attached,1.274024445,Longitudinal,0.807592357,0.812489036,3.602939093,5.779884041,2.260493242,32.5415735,14.39578447,0.205499386,None,None,0,NA,0,NA,0.079999998,2140
2236,Margin Attached Bar,Br,70,NA,55.80000265,0.510316581,Elongated,Margin Attached,-7.92425263,Longitudinal,0.590101037,0.51806379,4.121922666,2.080023239,3.533969992,17.27802046,4.889124836,0.321269999,None,None,0,NA,0,NA,0.079999998,2140
2237,Margin Attached Bar,Br,74,NA,271.0000129,0.259229517,Elongated,Margin Attached,10.13958225,Longitudinal,0.376607727,0.397485201,3.900443717,1.660016952,4.363897391,82.68297853,18.94704919,0.396717945,None,None,0,NA,0,NA,0.079999998,2140
2238,Mid Channel Bar,Bc,78,NA,1.060062508,0.404542765,Elongated,Mid Channel,-3.274251873,Longitudinal,1.0527215,1.162659645,11.26552486,0.025420001,0.057160628,0.444711743,7.780036019,0.005196421,None,None,NA,NA,NA,NA,NA,2140
2239,Mid Channel Bar,Bc,79,NA,1.72597854,0.297777435,Elongated,Mid Channel,-3.272202035,Longitudinal,1.133883923,1.187282354,11.3543222,0.038994166,0.052111833,0.748278493,14.35908993,0.004737439,None,None,NA,NA,NA,NA,NA,2140
2240,Mid Channel Bar,Bc,80,NA,1.126913867,0.342929598,Elongated,Mid Channel,-3.266970811,Longitudinal,1.18656975,1.2353549,11.67871284,0.022554486,0.045642491,0.494162606,10.82681071,0.004149317,None,None,NA,NA,NA,NA,NA,2140
2241,Mid Channel Bar,Bc,81,NA,0.341000663,0.382892885,Elongated,Mid Channel,-12.06379711,Longitudinal,0,0,0,0.002745,0.017778423,0.154400655,8.684721422,0.00161622,None,None,NA,NA,NA,NA,NA,2140
2242,Mid Channel Bar,Bc,82,NA,0.023518482,0.50957979,Elongated,Mid Channel,1.55632444,Longitudinal,0,0,0,2.05E-05,0.002043223,0.010018483,4.903273237,0.000185748,None,None,0,NA,0,NA,0.079999998,2140
2243,Mid Channel Bar,Bc,83,NA,17.60000084,0.21772501,Elongated,Mid Channel,4.396292433,Longitudinal,0.700572103,1.029306492,18.07372326,1.960000188,0.270135172,7.25562752,26.8592478,0.024557743,None,None,0,NA,0,NA,0.239999995,2140
2244,Mid Channel Bar,Bc,84,NA,0.175447701,0.522533427,Elongated,Mid Channel,3.758272254,Longitudinal,0,0,0,0.00118218,0.015922111,0.074247697,4.663181614,0.001447465,None,None,NA,NA,NA,NA,NA,2140
2245,Mid Channel Bar,Bc,85,NA,0.239586598,0.522611591,Elongated,Mid Channel,3.772582067,Longitudinal,0,0,0,0.002205,0.02174844,0.101386592,4.661786827,0.001977131,None,None,NA,NA,NA,NA,NA,2140
2246,Mid Channel Bar,Bc,86,NA,2.690253542,0.26122915,Elongated,Mid Channel,-7.341085224,Longitudinal,1.652142065,1.39612593,5.410519464,0.074455745,0.063170674,1.178644186,18.65809113,0.005742789,None,None,NA,NA,NA,NA,NA,2140
2247,Mid Channel Bar,Bc,87,NA,0.621978803,0.400452558,Elongated,Mid Channel,-25.05033175,Diagonal,1.589119196,1.359861135,4.614728928,0.009830567,0.035187231,0.279378788,7.939777666,0.003198839,None,None,NA,NA,NA,NA,NA,2140
2248,Mid Channel Bar,Bc,88,NA,0.460768717,0.400433323,Elongated,Mid Channel,-25.05193674,Diagonal,0,0,0,0.0053946,0.026064813,0.206968704,7.940540464,0.002369528,None,None,NA,NA,NA,NA,NA,2140
2249,Mid Channel Bar,Bc,89,NA,0.068977738,0.400837847,Elongated,Mid Channel,-25.01815548,Diagonal,0,0,0,0.000121095,0.003909099,0.030977736,7.924521417,0.000355373,None,None,0,NA,0,NA,0.079999998,2140
2250,Mid Channel Bar,Bc,90,NA,0.103866776,0.557756938,Elongated,Mid Channel,-1.288113738,Longitudinal,0,0,0,0.00045528,0.010547003,0.043166772,4.0928,0.000958818,None,None,NA,NA,NA,NA,NA,2140
2251,Mid Channel Bar,Bc,91,NA,0.33914802,0.557771426,Elongated,Mid Channel,-1.281240264,Longitudinal,0,0,0,0.004851742,0.034439829,0.140948011,4.09258738,0.003130894,None,None,0,NA,0,NA,0.079999998,2140
2252,Mid Channel Bar,Bc,93,NA,4.80000023,0.852974835,NA,Mid Channel,115.9245071,Diagonal,0.736597486,0.776178513,1.926182941,0.520009209,0.800000038,1.400000067,1.75,0.072727276,None,None,0,NA,0,NA,0.079999998,2140
2253,Mid Channel Bar,Bc,94,NA,108.3130785,0.399300285,Elongated,Margin Detached,2.546816301,Longitudinal,0.288493023,0.293108212,1.497523073,0.187160261,3.361184663,26.8413045,7.98566791,0.305562242,Main,Cut-off,NA,NA,NA,NA,NA,2140
2254,Mid Channel Bar,Bc,95,NA,21.60000102,0.791889141,NA,Mid Channel,3.825207554,Longitudinal,0.42284548,0.45229474,2.577769062,3.680067264,3.085496746,6.264794109,2.030400492,0.280499704,None,None,0,NA,0,NA,0.079999998,2140
2255,Mid Channel Bar,Bc,96,NA,323.2000154,0.17623825,Elongated,Channel Spanning,6.70993675,Longitudinal,0.58641856,0.618998279,6.152309056,51.89996702,2.588467154,106.1091409,40.99304129,0.235315196,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2256,Mid Channel Bar,Bc,97,NA,7.600000357,0.812119844,NA,Mid Channel,109.3452866,Diagonal,0.370384754,0.615497881,1.995257605,2.590000244,1.158283267,2.236068085,1.930501932,0.105298479,None,None,0,NA,0.390011311,NA,0.079999998,2140
2257,Mid Channel Bar,Bc,98,NA,43.80000208,0.479316302,Elongated,Mid Channel,-26.71680886,Diagonal,0.213076884,0.215455838,2.502933475,11.90973608,2.664983489,14.76932368,5.54199444,0.242271226,None,None,0,NA,0,NA,0.079999998,2140
2258,Mid Channel Bar,Bc,99,NA,10.60000051,0.664895965,NA,Mid Channel,-65.21148451,Diagonal,0.061509939,0.119614003,1.754851515,4.440000419,1.241623604,3.575963286,2.880070316,0.112874873,None,None,0,NA,1.96E-06,NA,0.079999998,2140
2259,Mid Channel Bar,Bc,100,NA,14.60000069,0.645734564,NA,Mid Channel,-2.567900576,Longitudinal,0.44167579,0.457760565,5.072881494,3.870026586,1.625681931,4.964071146,3.053531599,0.147789266,None,None,0,NA,0,NA,0.079999998,2140
2260,Mid Channel Bar,Bc,101,NA,19.40000092,0.544690783,Elongated,Mid Channel,-4.946628967,Longitudinal,0.135174219,0.215429897,4.9530896,4.650048104,1.370447254,5.881292214,4.291513005,0.124586114,None,None,0,NA,0.270038611,NA,0.079999998,2140
2261,Mid Channel Bar,Bc,102,NA,393.0000187,0.288105364,Elongated,Channel Spanning,8.98920908,Longitudinal,0.637705419,0.625007632,5.61134227,37.0296085,3.96718767,60.85419773,15.33937963,0.360653425,Secondary,Anabranch,0,NA,0.079994264,NA,0.079999998,2140
2262,Mid Channel Bar,Bc,103,NA,26.00000123,0.594984993,Elongated,Mid Channel,12.54899204,Longitudinal,1.102686881,1.018593311,5.097515082,3.620063329,2.234621412,8.037156364,3.596652355,0.203147401,None,None,NA,NA,0.010005631,NA,NA,2140
2263,NA,NA,108,NA,21.80000103,0.382385492,Elongated,Margin Detached,2.169931926,Longitudinal,1.229954527,1.15794972,15.86158931,7.409989285,1.032889926,8.994182875,8.707784488,0.093899084,None,None,0,NA,0,NA,0.079999998,2140
2264,Pocket Pool,Pk,109,NA,11.60000055,0.330728259,Elongated,Margin Detached,-2.38187296,Longitudinal,0.363302999,0.444684728,2.642826124,1.750000167,0.38773509,4.513391255,11.64039926,0.035248645,Main,Main,0,NA,1.020005924,0.520007185,0.5,2140
2265,Pocket Pool,Pk,110,NA,9.600000458,0.538007293,Elongated,Margin Detached,-18.74971856,Diagonal,0.429360326,0.668637347,2.993273144,2.370000219,0.734018682,3.228800959,4.398799425,0.066728971,Main,Main,0,NA,2.559998204,0.449994641,0.680000007,2140
2266,Pocket Pool,Pk,111,NA,5.600000266,0.659745918,NA,Margin Detached,-13.22217851,Longitudinal,0.940219668,0.807421376,2.919822254,1.190000112,0.637815354,1.865743909,2.925210088,0.057983214,Main,Main,0,NA,1.319995781,0.129995669,0.699999988,2140
2267,Pocket Pool,Pk,112,NA,5.800000275,0.6843355,NA,Margin Detached,6.116324078,Longitudinal,1.260123858,0.806785838,5.408575977,1.250000124,0.678061138,1.843491758,2.718769229,0.061641922,Main,Main,0,NA,1.440002779,0.190002655,0.689999998,2140
2268,Pocket Pool,Pk,113,NA,8.600000411,0.641775609,NA,Mid Channel,-0.640543879,Longitudinal,0.724522248,0.70172649,1.354796922,2.650000254,0.92587194,2.86216715,3.091320761,0.084170176,"Main, Backwater","Main, Return",0,NA,2.650000254,NA,0.649999976,2140
2269,Pocket Pool,Pk,114,NA,5.800000273,0.715758224,NA,Mid Channel,-2.520249431,Longitudinal,0.333188671,0.436847325,2.665459336,1.360000125,0.739742514,1.838477718,2.485294118,0.067249319,Main,Main,0,NA,0,NA,0.079999998,2140
2270,Pocket Pool,Pk,115,NA,7.400000351,0.886584006,NA,Mid Channel,-21.00284929,Diagonal,0.555212027,0.539459988,1.451711423,2.420000233,1.222284637,1.979899082,1.619834712,0.111116785,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2271,Pond,Pd,122,NA,8.20000039,0.748597557,NA,Mid Channel,10.31822153,Longitudinal,0.162040035,0.183611435,11.07637133,2.860000269,1.121956968,2.549117616,2.272027973,0.101996088,Backwater,Return,0,NA,0,NA,0.079999998,2140
2272,Pool,Po,124,NA,13.00000062,0.446443541,Elongated,Margin Detached,-173.6297913,Longitudinal,0.603543975,0.42871555,2.209419644,4.180000384,0.80890862,5.167456862,6.388183705,0.073537147,Main,Main,0,NA,4.180000384,NA,0.540000021,2140
2273,Pool,Po,125,NA,25.4000012,0.574536835,Elongated,Margin Attached,174.572497,Longitudinal,1.086417253,0.88450676,9.838235025,17.86000171,2.151807331,8.300000395,3.857222845,0.195618848,Main,Main,0,NA,16.04998046,0.24,0.49000001,2140
2274,Pool,Po,126,NA,12.6000006,0.555858733,Elongated,Mid Channel,15.13834946,Diagonal,0.978980549,1.167981269,2.557795661,4.450000426,1.03917626,4.282238338,4.120800774,0.094470569,Main,Main,1,NA,4.450000426,2.009978399,0.790000021,2140
2275,Pool,Po,127,NA,114.8000055,0.330535599,Elongated,Margin Attached,-2.88898458,Longitudinal,0.774472809,0.821912133,4.160067228,163.8600156,3.749725653,43.69920115,11.6539729,0.34088415,Main,Main,0,NA,72.67002359,NA,0.389999986,2140
2276,Pool,Po,128,NA,69.60000331,0.388465631,Elongated,Margin Attached,153.8686682,Diagonal,0.906698631,0.936588925,7.740802962,77.21000734,3.025061132,25.52345357,8.437334802,0.275005557,Main,Main,7,NA,75.47999034,NA,0.649999976,2140
2277,Pool,Po,129,NA,38.20000182,0.435533911,Elongated,Mid Channel,-14.23784559,Longitudinal,0.566818719,0.707262226,3.45010451,27.88000265,2.038042037,13.67979764,6.712225457,0.185276549,Main,Main,0,NA,23.3400417,NA,0.579999983,2140
2278,Pool,Po,130,NA,13.20000063,0.891511609,NA,Mid Channel,-84.78722959,Transverse,0.372244089,0.403116004,2.924034695,8.09000077,2.247222329,3.600000171,1.60197775,0.204292939,Main,Split,0,NA,0,NA,0.370000005,2140
2279,Pool,Po,131,NA,9.200000437,0.953158032,NA,Mid Channel,-84.78722959,Transverse,0.529090789,0.52165509,2.463068366,4.110000386,1.712500081,2.400000114,1.401459854,0.155681826,Main,Split,0,NA,1.200003637,NA,0.389999986,2140
2280,Pool,Po,132,NA,29.80000142,0.371644479,Elongated,Mid Channel,-16.9773537,Diagonal,0.68368147,0.743733555,2.914705767,12.03000115,1.14236602,10.53077642,9.218390804,0.103851456,Main,Main,4,NA,12.03000115,1.12000675,0.730000019,2140
2281,Pool,Po,133,NA,8.600000409,0.816551396,NA,Mid Channel,-72.57374361,Diagonal,0.622488777,0.64414276,3.939464692,3.540000336,1.361538526,2.600000124,1.909604521,0.12377623,Main,Split,0,NA,0.810027728,NA,0.389999986,2140
2282,Pool,Po,134,NA,14.60000069,0.551080455,Elongated,Mid Channel,42.5085787,Diagonal,0.713811702,0.699504519,1.639951336,6.490000604,1.244176902,5.216300517,4.192571417,0.113106991,Main,Split,0,NA,1.21E-10,NA,0.180000007,2140
2283,Pool,Po,135,NA,13.20000063,0.693232582,NA,Mid Channel,-4.989495746,Longitudinal,0.38233113,0.378428833,2.491387628,6.620000629,1.580711959,4.18798668,2.649430629,0.143701087,Main,Main,0,NA,0,NA,0.079999998,2140
2284,Pool,Po,136,NA,43.60000208,0.4588521,Elongated,Mid Channel,0.206061556,Longitudinal,0.329389753,0.366914999,4.689372619,29.84000283,2.221349587,13.43327633,6.04734906,0.201940872,Main,Main,0,NA,0,NA,0.079999998,2140
2285,Pool,Po,137,NA,9.000000428,0.763519067,NA,Mid Channel,-31.39868699,Diagonal,0.137634419,0.19778056,3.450081309,3.520000342,1.269509621,2.772724425,2.184090911,0.115409966,Main,"Cut-off, Main",0,NA,3.299980156,NA,0.550000012,2140
2286,Pool,Po,138,NA,40.0000019,0.540038737,Elongated,Margin Attached,-22.67039069,Diagonal,0.136589332,0.184981823,9.662534556,34.99000332,2.831011686,12.35954041,4.365768064,0.257364699,Main,Split,0,NA,24.37012809,NA,0.529999971,2140
2287,Pool,Po,139,NA,22.40000107,0.482973828,Elongated,Mid Channel,-37.77411931,Diagonal,0.459273919,0.617096218,5.715956361,11.5300011,1.453392881,7.933161947,5.458374024,0.132126626,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2288,Pool,Po,140,NA,23.60000112,0.455494491,Elongated,Mid Channel,2.923219271,Longitudinal,0.468676847,0.470494757,2.464616901,11.08000105,1.343685984,8.245975019,6.136831908,0.122153271,Main,"Main, Split",2,NA,10.83997854,NA,0.670000017,2140
2289,Pool,Po,141,NA,58.00000276,0.495175791,Elongated,Margin Detached,-3.820559143,Longitudinal,0.527424071,0.532730981,4.705359562,62.75000598,3.476250363,18.0510606,5.192681398,0.31602276,"Main, Secondary","Main, Anabranch",0,NA,0,NA,0.079999998,2140
2290,Pool,Po,142,NA,19.0000009,0.402282765,Elongated,Mid Channel,5.946487408,Longitudinal,0.380858484,0.576620502,2.600754745,5.52000053,0.837617501,6.590120808,7.867697125,0.076147046,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2291,Pool,Po,143,NA,14.40000069,0.770201768,NA,Mid Channel,-143.4740416,Diagonal,0.324362266,0.362239103,2.969528476,8.770000833,2.021385218,4.338609362,2.146354551,0.183762293,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2292,Pool,Po,144,NA,10.80000051,0.689593785,NA,Mid Channel,-127.2798537,Diagonal,0.610084243,0.607610059,2.664661605,4.2000004,1.252456819,3.353409343,2.677465038,0.113859711,None,None,0,NA,0,NA,0.079999998,2140
2293,Pool,Po,145,NA,71.80000341,0.450635397,Elongated,Margin Attached,3.1070095,Longitudinal,0.65362779,0.742385149,5.605991241,66.64000633,3.260149935,20.44077961,6.269889429,0.296377267,Main,"Main, Split",0,NA,31.31996938,NA,0.389999986,2140
2294,Pool,Po,146,NA,15.40000073,0.674562504,NA,Mid Channel,73.15841608,Diagonal,0.134732683,0.179652126,3.834710471,6.950000651,1.576011482,4.409866768,2.798118427,0.143273771,Main,"Main, Split",0,NA,2.330015477,NA,0.079999998,2140
2295,Pool,Po,147,NA,17.60000083,0.76911106,NA,Mid Channel,33.3069382,Diagonal,0.13696957,0.189020826,4.92701449,13.37000127,2.492295529,5.364532864,2.152446531,0.226572321,"Main, Backwater","Main, Return",0,NA,1.949961279,NA,0.230000004,2140
2296,Pool,Po,149,NA,11.60000055,0.657628793,NA,Mid Channel,5.689232004,Longitudinal,1.005525251,0.957304337,7.035985771,5.200000496,1.329007002,3.912696084,2.944074845,0.120818818,Main,Split,0,NA,3.639983642,NA,0.479999989,2140
2297,Pool,Po,150,NA,13.80000066,0.4312372,Elongated,Mid Channel,-2.567900583,Longitudinal,0.452505309,0.477856957,2.89752168,3.730000363,0.73810035,5.05351387,6.846648794,0.067100032,Main,Main,0,NA,0,NA,0.340000004,2140
2298,Pool,Po,151,NA,85.00000404,0.397399657,Elongated,Mid Channel,-80.01441596,Transverse,0.360978287,0.436819208,8.127178363,91.7500087,3.373457957,27.1976144,8.062236065,0.306677996,"Main, Secondary","Main, Split, Anabranch",1,NA,36.1900444,0.099998324,0.310000002,2140
2299,Pool,Po,156,NA,34.20000163,0.546237624,Elongated,Margin Attached,16.91617294,Diagonal,0.548269535,0.491715742,11.85830053,12.0299965,2.797271355,11.93663357,4.267241915,0.254297396,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2300,Pool,Po,166,NA,105.800005,0.323050492,Elongated,Margin Detached,-18.56656199,Diagonal,0.299325409,0.317515688,5.282818938,29.39989162,2.995044135,36.5403665,12.20027647,0.27227674,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2301,Pool,Po,167,NA,67.80000323,0.462927347,Elongated,Margin Detached,-54.01698626,Diagonal,0.679960053,0.695022555,8.19216058,9.88,3.60957565,21.44573625,5.941345556,0.328143241,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2302,Riffle,Rf,172,NA,15.60000074,0.744840006,NA,Margin Attached,159.951623,Diagonal,0.274613826,0.421694298,3.780899435,9.230000872,2.005435154,4.602492809,2.29500954,0.182312287,Main,Main,0,NA,9.230000872,NA,0.479999989,2140
2303,Riffle,Rf,173,NA,8.800000418,0.785947727,NA,Margin Detached,-133.963284,Diagonal,1.013374411,0.796645714,6.101849668,2.440000237,1.088011168,2.242624251,2.061214366,0.098910106,Main,Main,0,NA,2.440000237,NA,0.600000024,2140
2304,Riffle,Rf,174,NA,28.40000135,0.62099737,NA,Margin Attached,-26.67201897,Diagonal,0.410152824,0.443122047,2.225550203,20.60000196,2.497860318,8.247059215,3.301649477,0.227078211,Main,Main,0,NA,10.62004804,NA,0.400000006,2140
2305,Riffle,Rf,175,NA,48.80000232,0.592540576,Elongated,Margin Attached,11.04560183,Longitudinal,0.761353436,0.777618768,3.320769438,36.49000348,3.172121438,11.5033438,3.626388214,0.288374676,Main,Main,2,1,21.30003759,2.840000001,0.49000001,2140
2306,Riffle,Rf,176,NA,31.20000148,0.816760285,NA,Mid Channel,63.49757344,Diagonal,0.350336287,0.364271451,2.241207303,22.69992389,3.503688875,6.68723824,1.908627872,0.31851717,Main,"Cut-off, Main",0,NA,6.009956642,NA,0.109999999,2140
2307,Riffle,Rf,177,NA,35.60000169,0.677897591,NA,Margin Detached,-7.364249831,Longitudinal,0.430528104,0.499159902,4.473083903,16.35000155,2.429225028,6.730542196,2.770654064,0.220838639,Main,Main,0,NA,0,NA,0.079999998,2140
2308,Riffle,Rf,179,NA,64.00000304,0.424287554,Elongated,Margin Detached,-18.99669845,Diagonal,0.896540483,0.845015162,3.982994429,33.48997666,2.374259522,16.79260562,7.072775936,0.215841775,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2309,Riffle,Rf,181,NA,24.20000115,0.723175454,NA,Margin Attached,4.13181028,Longitudinal,1.083051977,1.009069335,3.621985845,18.31000174,2.742411534,6.67660616,2.434574854,0.249310139,Main,Main,0,NA,5.260005762,NA,0.300000012,2140
2310,Riffle,Rf,184,NA,27.60000131,0.765177915,NA,Margin Detached,26.9395408,Diagonal,0.101803457,0.209355572,3.444507378,17.27000164,2.818080361,6.128285723,2.174631288,0.256189124,Main,"Main, Split",1,NA,12.27996978,NA,0.610000014,2140
2311,Riffle,Rf,185,NA,20.20000096,0.676708876,NA,Mid Channel,63.91230332,Diagonal,0.086551893,0.143791692,3.982208742,9.350011625,1.848453176,5.139432812,2.780396539,0.168041198,Main,Main,0,NA,2.380030678,0.060010272,0.234999999,2140
2312,Riffle,Rf,186,NA,61.80000294,0.436385517,Elongated,Mid Channel,-4.126584683,Longitudinal,0.469057689,0.513822538,4.587764164,27.6300442,2.186685999,14.62029896,6.686053218,0.198789636,Main,Split,0,NA,2.580034275,NA,0.079999998,2140
2313,Riffle,Rf,187,NA,33.00000157,0.459337211,Elongated,Margin Attached,7.895935292,Longitudinal,0.211598619,0.290454679,5.774417209,6.180017538,1.408391781,8.499056366,6.034582478,0.128035616,Main,Split,0,NA,0,NA,0.079999998,2140
2314,Riffle,Rf,188,NA,49.20000234,0.358827476,Elongated,Mid Channel,2.537961987,Longitudinal,0.521881223,0.489159493,5.877641613,2.49004233,1.327636433,13.12859547,9.888697801,0.120694221,Secondary,Anabranch,0,NA,0,NA,0.079999998,2140
2315,Transition,Tr,203,NA,58.60000278,0.181255471,Elongated,Margin Attached,173.0094357,Longitudinal,0.405239145,0.387184237,4.543578904,9.080000852,0.484037296,18.75888684,38.7550443,0.044003391,Main,Main,0,NA,2.609981129,NA,0.379999995,2140
2316,Transition,Tr,204,NA,98.40000467,0.195337329,Elongated,Mid Channel,3.828865627,Longitudinal,0.580138034,0.62188726,5.324274825,22.71994306,1.12536854,37.55214626,33.36875426,0.102306231,None,None,0,NA,0.400039805,NA,0.079999998,2140
2317,Transition,Tr,205,NA,117.0000056,0.241765715,Elongated,Margin Attached,-2.06685088,Longitudinal,0.467593616,0.464332395,3.305403887,61.81000373,1.684491648,36.69356623,21.78316899,0.153135604,None,None,0,NA,0.199996651,NA,0.079999998,2140
2318,Transition,Tr,206,NA,502.269273,0.147892634,Elongated,Channel Spanning,-3.780952336,Longitudinal,0.862044657,0.860017678,3.140859629,80.32068262,2.1211107,123.4754826,58.21265367,0.192828245,"Main, Secondary","Cut-off, Anabranch",0,NA,0.140047259,NA,0.079999998,2140
2319,Transition,Tr,207,NA,134.6000064,0.297638385,Elongated,Margin Attached,-35.63256429,Diagonal,0.698907048,0.757950985,4.452413447,50.67013376,2.214925252,31.83403442,14.37250959,0.201356841,"Main, Secondary","Main, Anabranch",0,NA,12.21009008,NA,0.079999998,2140
2320,Transition,Tr,208,NA,331.1165906,0.211346763,Elongated,Margin Attached,10.68095083,Longitudinal,0.477388523,0.446140402,3.930012265,53.44409945,2.193928606,62.53768107,28.5048843,0.199448055,Main,Cut-off,0,NA,11.8996758,NA,0.090000004,2140
2321,Transition,Tr,211,NA,173.6000083,0.161288365,Elongated,Margin Attached,21.95174221,Diagonal,0.580208486,0.562651933,5.337024974,65.2599521,1.206281873,59.04093258,48.94455755,0.109661988,None,None,0,NA,0,NA,0.079999998,2140
2322,Transition,Tr,212,NA,70.7192568,0.321413113,Elongated,Margin Attached,1.133308633,Longitudinal,0.428827245,0.468692902,5.014943755,18.95060982,1.294939875,15.96000076,12.32489714,0.117721807,"Main, Backwater","Return, Split",1,NA,13.53003216,NA,0.589999974,2140
2323,Transition,Tr,213,NA,327.4000156,0.220564563,Elongated,Margin Attached,4.075543858,Longitudinal,0.657348625,0.671856856,5.684727872,63.63968951,2.371481105,62.06670323,26.17212639,0.215589191,"Backwater, Main, Secondary","Main, Return, Anabranch",0,NA,9.229900512,NA,0.079999998,2140
2324,Transition,Tr,214,NA,149.0000071,0.150088492,Elongated,Margin Attached,14.73026935,Longitudinal,0.488593545,0.448786038,7.307765844,29.51005765,0.800177738,45.22745601,56.52176244,0.072743431,Main,"Main, Split",0,NA,9.919930218,0.73001476,0.280000001,2140
2325,Transition,Tr,215,NA,84.40000401,0.212880744,Elongated,Margin Attached,12.80615669,Longitudinal,0.61994685,0.534405824,6.458300737,21.47005534,0.987003189,27.7304095,28.09556222,0.089727563,None,None,0,NA,10.28011207,NA,0.389999986,2140
2326,Transition,Tr,216,NA,583.2000277,0.174201867,Elongated,Channel Spanning,23.74925028,Diagonal,0.450357427,0.47689986,5.08627184,206.0898383,2.560420543,107.4276751,41.95704311,0.232765504,"Main, Backwater","Main, Return",0,NA,4.670013594,NA,0.079999998,2140
2327,Transition,Tr,227,NA,513.2000244,0.259445961,Elongated,Channel Spanning,7.992664158,Longitudinal,0.451990029,0.464904291,4.661198235,9.18E-06,4.105549396,77.65831063,18.9154491,0.373231763,Secondary,Anabranch,NA,NA,NA,NA,NA,2140
2328,Bank,Bk,2,NA,21.20000101,0.339245514,Elongated,Margin Attached,5.039049278,Longitudinal,1.051068752,0.872210066,17.63369675,0.089960197,0.674953974,7.467176533,11.06323811,0.091209997,None,None,NA,NA,NA,NA,NA,2141
2329,Bank,Bk,6,NA,84.00000399,0.17590738,Elongated,Margin Attached,1.657718558,Longitudinal,0.994290931,1.024024639,15.67276128,0.300260979,0.714565202,29.40249809,41.14739703,0.096562865,None,None,0,NA,0,NA,0.079999998,2141
2330,Bank,Bk,7,NA,182.2000087,0.106283774,Elongated,Margin Attached,-1.626029638,Longitudinal,1.151094406,1.058211608,16.65588589,1.109653554,0.570383822,64.29004832,112.7136602,0.077078895,Main,Split,0,NA,0,NA,0.079999998,2141
2331,Bank,Bk,8,NA,27.60000131,0.332739146,Elongated,Margin Attached,3.284432521,Longitudinal,0.516397971,0.54865195,14.08206755,0.449855421,0.89296275,10.26918633,11.50012845,0.120670642,None,None,0,NA,0,NA,0.079999998,2141
2332,Bank,Bk,9,NA,8.00000038,0.582136887,Elongated,Margin Attached,8.820496568,Longitudinal,0.548573578,0.77602875,13.86347709,0.030062053,0.71857278,2.699796371,3.757164822,0.09710443,None,None,NA,NA,NA,NA,NA,2141
2333,Bank,Bk,11,NA,11.20000053,0.506996292,Elongated,Margin Attached,18.37948602,Diagonal,1.053616104,1.237709738,14.85931694,0.140009947,0.829710814,4.10986607,4.953371704,0.112123083,None,None,0,NA,0,NA,0.234999992,2141
2334,Bank,Bk,12,NA,61.40000292,0.181393777,Elongated,Margin Attached,-0.905709298,Longitudinal,1.090175751,1.08499244,17.66834482,1.05969889,0.603209939,23.34179268,38.6959683,0.081514857,None,None,0,NA,0,NA,0.079999998,2141
