,ValleyUnit,UnitShape,UnitForm,FormID,UnitID,Area,sthdNo.Redd,sthdNo.ReddBest,sthdSuitArea,sthdBestArea,sthdMedHSI,visit
2213,In-Channel,Convexity,Saddle,185,185,4.430069189,NA,NA,3.830063931,NA,0.550000012,2019
2214,In-Channel,Convexity,Saddle,186,186,132.7401701,NA,NA,102.1902316,3.09003945,0.5,2019
2215,In-Channel,Convexity,Saddle,187,187,16.07026086,NA,NA,13.69028596,0.310013254,0.730000019,2019
2216,In-Channel,Planar,Plane,188,188,2.370000225,NA,NA,NA,NA,0.079999998,2019
2217,In-Channel,Planar,Plane,189,189,1.459959727,NA,NA,NA,NA,0.079999998,2019
2218,In-Channel,Planar,Plane,190,190,2.370000228,NA,NA,NA,NA,0.140000001,2019
2219,In-Channel,Planar,Plane,191,191,4.810301035,NA,NA,NA,NA,0.079999998,2019
2220,In-Channel,Planar,Plane,193,193,392.2322009,NA,NA,57.24952715,NA,0.079999998,2019
2221,In-Channel,Planar,Plane,195,195,0.040034119,NA,NA,NA,NA,NA,2019
2222,In-Channel,Planar,Plane,196,196,15.98000152,NA,NA,1.110023503,NA,0.079999998,2019
2223,In-Channel,Planar,Plane,197,197,25.59000244,NA,NA,9.980048329,NA,0.370000005,2019
2224,In-Channel,Planar,Plane,198,198,3.120393962,NA,NA,NA,NA,0.079999998,2019
2225,In-Channel,Planar,Plane,199,199,2.640000245,NA,NA,0.949966791,NA,0.389999986,2019
2226,In-Channel,Planar,Plane,200,200,33.33078669,NA,NA,2.310095581,NA,0.079999998,2019
2227,In-Channel,Planar,Plane,201,201,7.920000759,NA,NA,6.390004418,2.209891723,0.720000029,2019
2228,In-Channel,Planar,Plane,202,202,9.910000933,NA,NA,7.759971467,NA,0.469999999,2019
2229,In-Channel,Planar,Plane,203,203,13.45000129,NA,NA,13.03990979,NA,0.49000001,2019
2230,In-Channel,Planar,Plane,204,204,7.430559287,NA,NA,3.490187015,NA,0.620000005,2019
2231,In-Channel,Planar,Plane,205,205,1.220000117,NA,NA,1.220000117,0.21000001,0.769999981,2019
2232,In-Channel,Planar,Plane,206,206,1.180000107,NA,NA,1.130003873,0.120000009,0.639999986,2019
2233,In-Channel,Planar,Plane,207,207,2.050000199,NA,NA,2.050000199,0.610026718,0.769999981,2019
2234,In-Channel,Planar,Plane,208,208,53.92045945,NA,NA,30.41992965,0.129998523,0.430000007,2019
2235,In-Channel,Planar,Plane,209,209,23.67118717,NA,NA,1.27018233,NA,0.079999998,2019
2236,In-Channel,Planar,Plane,210,210,46.31997338,NA,NA,40.80928945,NA,0.49000001,2019
2237,In-Channel,Planar,Wall,212,212,6.659969203,NA,NA,1.999762677,NA,0.389999986,2019
2238,In-Channel,Planar,Wall,214,214,0.859898406,NA,NA,NA,NA,0.079999998,2019
2239,In-Channel,Planar,Wall,216,216,7.710000733,NA,NA,0.019989798,NA,0.079999998,2019
2240,In-Channel,Planar,Wall,217,217,43.70994776,NA,NA,16.02008863,NA,0.079999998,2019
2241,In-Channel,Planar,Wall,219,219,27.67003562,NA,NA,NA,NA,0.079999998,2019
2242,In-Channel,Planar,Wall,222,222,33.12982695,NA,NA,10.1798984,NA,0.25999999,2019
2243,In-Channel,Planar,Wall,223,223,19.81996294,NA,NA,4.509891442,NA,0.159999996,2019
2244,In-Channel,Planar,Wall,224,224,4.150048864,NA,NA,NA,NA,0.079999998,2019
2245,In-Channel,Planar,Wall,226,226,83.71011999,NA,NA,52.76977344,7.780044471,0.439999998,2019
2247,In-Channel,Concavity,Bowl,1,1,10.59996785,NA,NA,0.259993728,NA,0.239999995,2021
2248,In-Channel,Concavity,Bowl,2,2,25.81001903,NA,NA,4.039995369,NA,0.280000001,2021
2249,In-Channel,Concavity,Bowl,3,3,6.000000557,NA,NA,3.399988406,NA,0.419999987,2021
2250,In-Channel,Concavity,Bowl,4,4,19.35012657,NA,NA,7.810022509,0.879994745,0.349999994,2021
2251,In-Channel,Concavity,Bowl,5,5,11.95000114,NA,NA,10.5900134,4.290008197,0.75,2021
2252,In-Channel,Concavity,Bowl,6,6,2.900000277,NA,NA,2.840007719,1.21002299,0.779999971,2021
2253,In-Channel,Concavity,Bowl,7,7,32.09000503,NA,NA,29.93007114,2.440021241,0.720000029,2021
2254,In-Channel,Concavity,Bowl,8,8,13.01000123,NA,NA,0.4800328,0.020016355,0.300000012,2021
2255,In-Channel,Concavity,Bowl,9,9,24.96000236,NA,NA,24.21006332,8.339943585,0.75999999,2021
2256,In-Channel,Concavity,Bowl,10,10,18.35980837,NA,NA,0.04,NA,0.289999992,2021
2257,In-Channel,Concavity,Bowl Transition,11,11,7.649990368,NA,NA,1.679971384,NA,0.300000012,2021
2258,In-Channel,Concavity,Bowl Transition,12,12,1.170000115,NA,NA,0.479996104,NA,0.349999994,2021
2259,In-Channel,Concavity,Bowl Transition,13,13,0.130000016,NA,NA,0.130000016,NA,0.49000001,2021
2260,In-Channel,Concavity,Bowl Transition,14,14,11.05005376,NA,NA,3.670012681,NA,0.300000012,2021
2261,In-Channel,Concavity,Bowl Transition,15,15,13.35000127,NA,NA,3.830059719,0.77000515,0.300000012,2021
2262,In-Channel,Concavity,Bowl Transition,16,16,0.470000047,NA,NA,0.220008986,0.069996731,0.379999995,2021
2263,In-Channel,Concavity,Bowl Transition,17,17,3.899990625,NA,NA,0.940014476,NA,0.300000012,2021
2264,In-Channel,Concavity,Bowl Transition,18,18,0.530008387,NA,NA,NA,NA,0.300000012,2021
2265,In-Channel,Concavity,Trough,19,19,31.36007624,NA,NA,6.689989181,NA,0.300000012,2021
2266,In-Channel,Concavity,Trough,20,20,28.2200171,NA,NA,9.19997905,0.310019785,0.300000012,2021
2267,In-Channel,Concavity,Trough,21,21,2.74000026,NA,NA,2.250015528,NA,0.660000026,2021
2268,In-Channel,Concavity,Trough,22,22,16.62003269,NA,NA,15.4000346,4.350073433,0.75999999,2021
2269,In-Channel,Concavity,Trough,23,23,1.17000011,NA,NA,0.479996747,NA,0.300000012,2021
2270,In-Channel,Concavity,Trough,24,24,3.030000309,NA,NA,NA,NA,0.300000012,2021
2271,In-Channel,Concavity,Trough,25,25,4.060000388,NA,NA,3.500017677,0.549989245,0.689999998,2021
2272,In-Channel,Concavity,Trough,26,26,4.550000416,NA,NA,4.509969498,0.049995376,0.680000007,2021
2273,In-Channel,Concavity,Trough,27,27,13.88000132,NA,NA,11.4899909,5.280008862,0.74000001,2021
2274,In-Channel,Concavity,Trough,28,28,92.2897613,NA,NA,13.84024291,NA,0.300000012,2021
2275,In-Channel,Convexity,Mound,30,30,1.150013157,NA,NA,NA,NA,0.079999998,2021
2276,In-Channel,Convexity,Mound,32,32,3.119985788,NA,NA,NA,NA,0.300000012,2021
2277,In-Channel,Convexity,Mound,34,34,1.430037262,NA,NA,0.940031348,0.15001349,0.680000007,2021
2278,In-Channel,Convexity,Mound,35,35,1.710000171,NA,NA,1.309984089,0.039995894,0.49000001,2021
2279,In-Channel,Convexity,Mound,36,36,9.660000912,NA,NA,7.33005101,0.890021358,0.589999974,2021
2280,In-Channel,Convexity,Mound,37,37,2.340000228,NA,NA,2.340000228,1.229971206,0.810000002,2021
2281,In-Channel,Convexity,Mound,38,38,1.470000136,NA,NA,1.279986357,0.260003128,0.660000026,2021
2282,In-Channel,Convexity,Mound,39,39,2.060000196,NA,NA,2.060000196,0.760005693,0.769999981,2021
2283,In-Channel,Convexity,Mound,40,40,1.570000148,NA,NA,1.19004405,NA,0.540000021,2021
2284,In-Channel,Convexity,Mound,41,41,0.080024631,NA,NA,NA,NA,NA,2021
2285,In-Channel,Convexity,Mound,42,42,0.16002283,NA,NA,0.020004776,NA,NA,2021
2286,In-Channel,Convexity,Mound,43,43,12.39971043,NA,NA,4.729873255,0.159983055,0.079999998,2021
2287,In-Channel,Convexity,Mound,44,44,3.290000316,NA,NA,2.519984003,0.439998353,0.709999979,2021
2288,In-Channel,Convexity,Mound,45,45,3.650000357,NA,NA,3.570009184,1.400014986,0.769999981,2021
2289,In-Channel,Convexity,Mound,46,46,10.93003387,NA,NA,9.18011216,0.54001758,0.670000017,2021
2290,In-Channel,Convexity,Mound,47,47,4.969839284,NA,NA,2.369892626,NA,0.644999981,2021
2291,In-Channel,Convexity,Mound,49,49,8.680000832,NA,NA,7.839929493,NA,0.540000021,2021
2292,In-Channel,Convexity,Mound,51,51,14.65004306,NA,NA,9.519919292,NA,0.449999988,2021
2293,In-Channel,Convexity,Mound Transition,52,52,0.990006413,NA,NA,NA,NA,0.079999998,2021
2294,In-Channel,Convexity,Mound Transition,53,53,1.550008736,NA,NA,0.910009036,NA,0.529999971,2021
2295,In-Channel,Convexity,Mound Transition,54,54,2.840000272,NA,NA,NA,NA,0.300000012,2021
2296,In-Channel,Convexity,Mound Transition,55,55,0.100000011,NA,NA,NA,NA,0.300000012,2021
2297,In-Channel,Convexity,Mound Transition,56,56,6.600000638,NA,NA,0.960011323,0.199992197,0.300000012,2021
2298,In-Channel,Convexity,Mound Transition,57,57,1.310006266,NA,NA,1.120002044,0.339992429,0.699999988,2021
2299,In-Channel,Convexity,Mound Transition,58,58,1.880000178,NA,NA,0.890017558,0.299999892,0.379999995,2021
2300,In-Channel,Convexity,Mound Transition,59,59,0.050007716,NA,NA,7.23E-06,NA,NA,2021
2301,In-Channel,Convexity,Mound Transition,60,60,2.050000192,NA,NA,2.050000192,1.43000875,0.860000014,2021
2302,In-Channel,Convexity,Mound Transition,61,61,1.240000117,NA,NA,1.240000117,0.360003677,0.75,2021
2303,In-Channel,Convexity,Mound Transition,62,62,0.320000032,NA,NA,0.290005811,NA,0.439999998,2021
2304,In-Channel,Convexity,Mound Transition,63,63,0.290000022,NA,NA,0.259996228,0.019996448,0.579999983,2021
2305,In-Channel,Convexity,Mound Transition,64,64,0.140000007,NA,NA,0.059993226,NA,0.355000004,2021
2306,In-Channel,Convexity,Mound Transition,65,65,26.95995837,NA,NA,20.94998027,4.200007756,0.699999988,2021
2307,In-Channel,Convexity,Mound Transition,66,66,0.210000012,NA,NA,0.199994345,0.029999668,0.715000004,2021
2308,In-Channel,Convexity,Mound Transition,67,67,0.940000096,NA,NA,0.410005395,NA,0.430000007,2021
2309,In-Channel,Convexity,Mound Transition,68,68,0.930000081,NA,NA,0.929999693,NA,0.550000012,2021
2310,In-Channel,Convexity,Mound Transition,69,69,2.130000203,NA,NA,2.130000203,0.20000215,0.699999988,2021
2311,In-Channel,Convexity,Mound Transition,70,70,7.119946666,NA,NA,5.729939175,0.439989711,0.680000007,2021
2312,In-Channel,Convexity,Mound Transition,75,75,17.66001335,NA,NA,3.859829404,NA,0.300000012,2021
2313,In-Channel,Convexity,Saddle,77,77,5.90000056,NA,NA,3.729985938,NA,0.439999998,2021
2314,In-Channel,Convexity,Saddle,78,78,9.250012518,NA,NA,4.019991175,0.64001203,0.349999994,2021
2315,In-Channel,Convexity,Saddle,79,79,24.70000236,NA,NA,15.02997505,NA,0.540000021,2021
2316,In-Channel,Convexity,Saddle,80,80,7.150000676,NA,NA,1.670015381,0.040000317,0.300000012,2021
2317,In-Channel,Convexity,Saddle,81,81,58.76995277,NA,NA,35.23999797,7.140047012,0.49000001,2021
2318,In-Channel,Planar,Plane,82,82,6.17010778,NA,NA,0.680027272,NA,0.079999998,2021
2319,In-Channel,Planar,Plane,83,83,5.259992212,NA,NA,NA,NA,0.300000012,2021
2320,In-Channel,Planar,Plane,84,84,0.430004919,NA,NA,2.15E-06,NA,0.280000001,2021
2321,In-Channel,Planar,Plane,85,85,9.54005403,NA,NA,6.000048154,1.60E-07,0.5,2021
2322,In-Channel,Planar,Plane,86,86,24.64000233,NA,NA,2.490031982,1.079988326,0.300000012,2021
2323,In-Channel,Planar,Plane,87,87,6.200033374,NA,NA,5.28007436,2.000003386,0.730000019,2021
2324,In-Channel,Planar,Plane,88,88,4.000000381,NA,NA,4.000000381,1.629990089,0.779999971,2021
2325,In-Channel,Planar,Plane,89,89,1.500000147,NA,NA,1.179998068,NA,0.560000002,2021
2326,In-Channel,Planar,Plane,90,90,12.67998057,NA,NA,7.949926103,0.179998439,0.529999971,2021
2327,In-Channel,Planar,Plane,91,91,13.16000125,NA,NA,2.83997664,0.449998789,0.300000012,2021
2328,In-Channel,Planar,Plane,92,92,2.789994869,NA,NA,2.359900729,0.139990034,0.670000017,2021
2329,In-Channel,Planar,Plane,93,93,1.020000099,NA,NA,0.910005856,NA,0.519999981,2021
2330,In-Channel,Planar,Plane,94,94,6.040000565,NA,NA,5.389984057,0.700028055,0.670000017,2021
2331,In-Channel,Planar,Plane,95,95,7.15999889,NA,NA,6.6699708,1.649922432,0.74000001,2021
2332,In-Channel,Planar,Plane,96,96,9.58975677,NA,NA,5.92981087,NA,0.529999971,2021
2333,In-Channel,Planar,Plane,97,97,40.76002055,NA,NA,0.499945625,NA,0.300000012,2021
2334,In-Channel,Planar,Plane,98,98,0.659978899,NA,NA,NA,NA,0.310000002,2021
2335,In-Channel,Planar,Wall,101,101,50.7199603,NA,NA,23.87991922,3.079860956,0.360000014,2021
2336,In-Channel,Planar,Wall,102,102,22.35048384,NA,NA,11.06023014,1.090042298,0.519999981,2021
2337,In-Channel,Planar,Wall,103,103,2.299803275,NA,NA,0.149975265,NA,0.079999998,2021
2338,In-Channel,Planar,Wall,104,104,10.83000101,NA,NA,7.309938751,0.089993361,0.540000021,2021
2339,In-Channel,Planar,Wall,105,105,8.560000803,NA,NA,5.139889275,NA,0.430000007,2021
2341,In-Channel,Concavity,Bowl,2,2,6.590000617,NA,NA,6.489982695,NA,0.50999999,2026
2342,In-Channel,Concavity,Bowl,3,3,104.0898122,NA,NA,66.55965671,NA,0.460000008,2026
2343,In-Channel,Concavity,Bowl,4,4,63.47000602,NA,NA,26.79974919,NA,0.389999986,2026
2344,In-Channel,Concavity,Bowl,5,5,2.899980748,NA,NA,0.379988591,NA,0.079999998,2026
2345,In-Channel,Concavity,Bowl,6,6,4.900000471,NA,NA,NA,NA,0.340000004,2026
2346,In-Channel,Concavity,Bowl,7,7,1.589968986,NA,NA,NA,NA,0.079999998,2026
2347,In-Channel,Concavity,Bowl,8,8,17.99990742,NA,NA,NA,NA,0.340000004,2026
2348,In-Channel,Concavity,Bowl,9,9,11.79992875,NA,NA,0.32999022,NA,0.230000004,2026
2349,In-Channel,Concavity,Bowl,10,10,33.83000321,NA,NA,33.83000321,NA,0.649999976,2026
2350,In-Channel,Concavity,Bowl,11,11,17.73989684,NA,NA,NA,NA,0.079999998,2026
2351,In-Channel,Concavity,Bowl,12,12,38.35000365,NA,NA,28.08003455,NA,0.660000026,2026
2352,In-Channel,Concavity,Bowl,13,13,8.089973699,NA,NA,NA,NA,0.079999998,2026
2353,In-Channel,Concavity,Bowl,14,14,11.39000006,NA,NA,NA,NA,0.079999998,2026
2354,In-Channel,Concavity,Bowl,20,20,2.99993247,NA,NA,NA,NA,0.079999998,2026
2355,In-Channel,Concavity,Bowl,21,21,1.049963878,NA,NA,NA,NA,0.079999998,2026
2356,In-Channel,Concavity,Bowl,22,22,8.19996208,NA,NA,NA,NA,0.079999998,2026
2357,In-Channel,Concavity,Bowl,23,23,16.20999826,NA,NA,NA,NA,0.079999998,2026
2358,In-Channel,Concavity,Bowl,24,24,3.829985263,NA,NA,NA,NA,0.079999998,2026
2359,In-Channel,Concavity,Bowl,26,26,22.50997826,NA,NA,NA,NA,0.079999998,2026
2360,In-Channel,Concavity,Bowl,27,27,1.820000176,NA,NA,NA,NA,0.079999998,2026
2361,In-Channel,Concavity,Bowl,28,28,1.740000168,NA,NA,NA,NA,0.079999998,2026
2362,In-Channel,Concavity,Bowl,29,29,15.20000144,NA,NA,NA,NA,0.079999998,2026
2363,In-Channel,Concavity,Bowl,30,30,4.510000424,NA,NA,NA,NA,0.079999998,2026
2364,In-Channel,Concavity,Bowl,31,31,149.4700142,NA,NA,117.8499475,NA,0.519999981,2026
2365,In-Channel,Concavity,Bowl,32,32,2.260000221,NA,NA,2.260000221,NA,0.419999987,2026
2366,In-Channel,Concavity,Bowl,33,33,3.55000033,NA,NA,3.55000033,NA,0.419999987,2026
2367,In-Channel,Concavity,Bowl,34,34,4.720000448,NA,NA,4.720000448,NA,0.419999987,2026
2368,In-Channel,Concavity,Bowl,35,35,0.159991256,NA,NA,NA,NA,0.079999998,2026
2369,In-Channel,Concavity,Bowl,36,36,9.280000869,NA,NA,0.939987069,NA,0.340000004,2026
2370,In-Channel,Concavity,Bowl,37,37,16.58000158,NA,NA,NA,NA,0.079999998,2026
2371,In-Channel,Concavity,Bowl,38,38,84.57004805,NA,NA,72.7101203,NA,0.5,2026
2372,In-Channel,Concavity,Bowl Transition,39,39,13.14000125,NA,NA,11.87993133,NA,0.460000008,2026
2373,In-Channel,Concavity,Bowl Transition,40,40,2.699994046,NA,NA,1.010009475,NA,0.389999986,2026
2374,In-Channel,Concavity,Bowl Transition,41,41,1.560000144,NA,NA,1.560000144,0.469983376,0.764999986,2026
2375,In-Channel,Concavity,Bowl Transition,42,42,5.939987218,NA,NA,1.949965689,NA,0.389999986,2026
2376,In-Channel,Concavity,Bowl Transition,43,43,26.43976221,NA,NA,NA,NA,0.079999998,2026
2377,In-Channel,Concavity,Bowl Transition,44,44,7.409971668,NA,NA,NA,NA,0.079999998,2026
2378,In-Channel,Concavity,Bowl Transition,45,45,0.51000005,NA,NA,NA,NA,0.079999998,2026
2379,In-Channel,Concavity,Bowl Transition,46,46,12.6599751,NA,NA,NA,NA,0.079999998,2026
2380,In-Channel,Concavity,Bowl Transition,48,48,7.06991385,NA,NA,NA,NA,0.079999998,2026
2381,In-Channel,Concavity,Bowl Transition,50,50,18.67002698,NA,NA,4.119979812,NA,0.370000005,2026
2382,In-Channel,Concavity,Bowl Transition,51,51,2.619986772,NA,NA,NA,NA,0.079999998,2026
2383,In-Channel,Concavity,Bowl Transition,53,53,0.140000011,NA,NA,NA,NA,0.079999998,2026
2384,In-Channel,Concavity,Bowl Transition,54,54,14.0399665,NA,NA,NA,NA,0.079999998,2026
2385,In-Channel,Concavity,Bowl Transition,55,55,5.110000725,NA,NA,NA,NA,0.079999998,2026
2386,In-Channel,Concavity,Bowl Transition,56,56,49.60999433,NA,NA,NA,NA,0.079999998,2026
2387,In-Channel,Concavity,Bowl Transition,57,57,1.910000184,NA,NA,NA,NA,0.079999998,2026
2388,In-Channel,Concavity,Bowl Transition,58,58,3.040000291,NA,NA,NA,NA,0.079999998,2026
2389,In-Channel,Concavity,Bowl Transition,60,60,10.77000102,NA,NA,7.02003253,NA,0.419999987,2026
2390,In-Channel,Concavity,Bowl Transition,61,61,3.810000364,NA,NA,NA,NA,0.079999998,2026
2391,In-Channel,Concavity,Bowl Transition,62,62,4.350011946,NA,NA,NA,NA,0.140000001,2026
2392,In-Channel,Concavity,Trough,63,63,2.499960599,NA,NA,NA,NA,0.079999998,2026
2393,In-Channel,Concavity,Trough,64,64,1.780000172,NA,NA,NA,NA,0.079999998,2026
2394,In-Channel,Concavity,Trough,65,65,39.8097982,NA,NA,7.950078842,NA,0.370000005,2026
2395,In-Channel,Concavity,Trough,66,66,91.62979907,NA,NA,54.38979915,NA,0.419999987,2026
2396,In-Channel,Concavity,Trough,67,67,26.11000246,NA,NA,1.069995635,NA,0.340000004,2026
2397,In-Channel,Concavity,Trough,68,68,48.7897981,NA,NA,2.919936486,NA,0.340000004,2026
2398,In-Channel,Concavity,Trough,69,69,126.630012,NA,NA,74.24989841,0.359997702,0.449999988,2026
2399,In-Channel,Concavity,Trough,70,70,3.779980325,NA,NA,0.180000792,NA,0.319999993,2026
2400,In-Channel,Concavity,Trough,74,74,10.80012062,NA,NA,NA,NA,0.079999998,2026
2401,In-Channel,Concavity,Trough,76,76,7.059969578,NA,NA,1.719989975,NA,0.370000005,2026
2402,In-Channel,Concavity,Trough,77,77,22.02964164,NA,NA,NA,NA,0.079999998,2026
2403,In-Channel,Concavity,Trough,79,79,105.3399848,NA,NA,23.06993352,NA,0.119999997,2026
2404,In-Channel,Concavity,Trough,82,82,339.5699851,NA,NA,93.35994505,NA,0.079999998,2026
2405,In-Channel,Concavity,Trough,84,84,0.499993217,NA,NA,NA,NA,0.079999998,2026
2406,In-Channel,Concavity,Trough,85,85,9.470011741,NA,NA,5.41001132,NA,0.419999987,2026
2407,In-Channel,Concavity,Trough,86,86,12.37001721,NA,NA,NA,NA,0.079999998,2026
2408,In-Channel,Concavity,Trough,87,87,65.41003388,NA,NA,39.86010631,NA,0.419999987,2026
2409,In-Channel,Concavity,Trough,88,88,15.63001615,NA,NA,NA,NA,0.140000001,2026
2410,In-Channel,Convexity,Mound,89,89,2.319933056,NA,NA,NA,NA,0.079999998,2026
2411,In-Channel,Convexity,Mound,90,90,1.809934006,NA,NA,NA,NA,0.170000002,2026
2412,In-Channel,Convexity,Mound,91,91,0.139982412,NA,NA,NA,NA,NA,2026
2413,In-Channel,Convexity,Mound,92,92,9.179935251,NA,NA,NA,NA,0.079999998,2026
2414,In-Channel,Convexity,Mound,94,94,1.809953869,NA,NA,NA,NA,0.079999998,2026
2415,In-Channel,Convexity,Mound,95,95,7.400133302,NA,NA,NA,NA,0.079999998,2026
2416,In-Channel,Convexity,Mound,97,97,36.77011943,NA,NA,0.520014807,NA,0.079999998,2026
2417,In-Channel,Convexity,Mound,98,98,8.590000817,NA,NA,3.619971455,NA,0.389999986,2026
2418,In-Channel,Convexity,Mound,99,99,5.6500088,NA,NA,1.850038172,NA,0.319999993,2026
2419,In-Channel,Convexity,Mound,100,100,12.07000885,NA,NA,1.190011952,NA,0.079999998,2026
2420,In-Channel,Convexity,Mound,101,101,218.2905875,NA,NA,20.87021138,NA,0.189999998,2026
2421,In-Channel,Convexity,Mound,103,103,5.210000494,NA,NA,NA,NA,0.079999998,2026
2422,In-Channel,Convexity,Mound,104,104,7.010000685,NA,NA,NA,NA,0.289999992,2026
2423,In-Channel,Convexity,Mound,106,106,7.600254831,NA,NA,NA,NA,0.079999998,2026
2424,In-Channel,Convexity,Mound,107,107,6.830121482,NA,NA,NA,NA,0.079999998,2026
2425,In-Channel,Convexity,Mound,109,109,15.45000147,NA,NA,NA,NA,0.079999998,2026
2426,In-Channel,Convexity,Mound,110,110,3.280000315,NA,NA,NA,NA,0.079999998,2026
2427,In-Channel,Convexity,Mound,111,111,4.170000394,NA,NA,NA,NA,0.079999998,2026
2428,In-Channel,Convexity,Mound,114,114,0.040000388,NA,NA,NA,NA,NA,2026
2429,In-Channel,Convexity,Mound,115,115,34.90999925,NA,NA,NA,NA,0.079999998,2026
2430,In-Channel,Convexity,Mound,116,116,2.420000234,NA,NA,NA,NA,0.079999998,2026
2431,In-Channel,Convexity,Mound,120,120,56.60999522,NA,NA,1.969987452,NA,0.079999998,2026
2432,In-Channel,Convexity,Mound,121,121,4.809984381,NA,NA,NA,NA,0.079999998,2026
2433,In-Channel,Convexity,Mound,122,122,5.060000485,NA,NA,4.349995691,NA,0.49000001,2026
2434,In-Channel,Convexity,Mound,123,123,1.659997901,NA,NA,NA,NA,0.079999998,2026
2435,In-Channel,Convexity,Mound,124,124,2.350000225,NA,NA,2.350000225,NA,0.560000002,2026
2436,In-Channel,Convexity,Mound,125,125,1.560000149,NA,NA,1.090008398,NA,0.50999999,2026
2437,In-Channel,Convexity,Mound,126,126,3.72997077,NA,NA,NA,NA,0.079999998,2026
2438,In-Channel,Convexity,Mound,127,127,20.21004044,NA,NA,NA,NA,0.079999998,2026
2439,In-Channel,Convexity,Mound,128,128,1.629982223,NA,NA,NA,NA,0.079999998,2026
2440,In-Channel,Convexity,Mound,129,129,55.96974134,NA,NA,4.389879154,NA,0.079999998,2026
2441,In-Channel,Convexity,Mound,130,130,1.099998906,NA,NA,NA,NA,0.079999998,2026
2442,In-Channel,Convexity,Mound Transition,135,135,1.099994962,NA,NA,NA,NA,0.079999998,2026
2443,In-Channel,Convexity,Mound Transition,138,138,8.829903172,NA,NA,NA,NA,0.349999994,2026
2444,In-Channel,Convexity,Mound Transition,140,140,0.949976839,NA,NA,NA,NA,0.079999998,2026
2445,In-Channel,Convexity,Mound Transition,144,144,31.81989829,NA,NA,12.439884,NA,0.319999993,2026
2446,In-Channel,Convexity,Mound Transition,145,145,0.820000077,NA,NA,NA,NA,0.079999998,2026
2447,In-Channel,Convexity,Mound Transition,146,146,0.120000012,NA,NA,0.120000012,NA,0.730000019,2026
2448,In-Channel,Convexity,Mound Transition,147,147,0.649997161,NA,NA,NA,NA,0.079999998,2026
2449,In-Channel,Convexity,Mound Transition,148,148,0.260000024,NA,NA,0.09999276,NA,0.389999986,2026
2450,In-Channel,Convexity,Mound Transition,149,149,0.130000006,NA,NA,NA,NA,0.319999993,2026
2451,In-Channel,Convexity,Mound Transition,151,151,0.100000006,NA,NA,1.81E-05,NA,0.389999986,2026
2452,In-Channel,Convexity,Mound Transition,152,152,0.100000015,NA,NA,NA,NA,0.104999997,2026
2453,In-Channel,Convexity,Mound Transition,153,153,0.700000068,NA,NA,0.700000068,NA,0.605000019,2026
2454,In-Channel,Convexity,Mound Transition,154,154,0.140000006,NA,NA,0.140000006,NA,0.474999994,2026
2455,In-Channel,Convexity,Mound Transition,155,155,0.160000006,NA,NA,0.160000006,NA,0.479999989,2026
2456,In-Channel,Convexity,Mound Transition,157,157,0.659983776,NA,NA,NA,NA,0.079999998,2026
2457,In-Channel,Convexity,Mound Transition,158,158,2.090013014,NA,NA,0.820011144,NA,0.310000002,2026
2458,In-Channel,Convexity,Mound Transition,159,159,8.45000067,NA,NA,0.219988812,NA,0.090000004,2026
2459,In-Channel,Convexity,Mound Transition,160,160,0.850000075,NA,NA,NA,NA,0.079999998,2026
2460,In-Channel,Convexity,Mound Transition,161,161,0.389998926,NA,NA,NA,NA,NA,2026
2461,In-Channel,Convexity,Mound Transition,162,162,0.190002251,NA,NA,NA,NA,0.079999998,2026
2462,In-Channel,Convexity,Mound Transition,163,163,30.75004593,NA,NA,3.600026244,NA,0.200000003,2026
2463,In-Channel,Convexity,Mound Transition,164,164,0.32999604,NA,NA,NA,NA,0.079999998,2026
2464,In-Channel,Convexity,Mound Transition,165,165,0.530000051,NA,NA,0.369996283,NA,0.400000006,2026
2465,In-Channel,Convexity,Mound Transition,166,166,0.100000008,NA,NA,0.100000008,NA,0.419999987,2026
2466,In-Channel,Convexity,Mound Transition,167,167,38.13005144,NA,NA,17.99009566,NA,0.379999995,2026
2467,In-Channel,Convexity,Mound Transition,170,170,20.27999103,NA,NA,NA,NA,0.340000004,2026
2468,In-Channel,Convexity,Mound Transition,172,172,3.440018208,NA,NA,NA,NA,0.079999998,2026
2469,In-Channel,Convexity,Mound Transition,173,173,3.270000313,NA,NA,NA,NA,0.079999998,2026
2470,In-Channel,Convexity,Mound Transition,175,175,24.96014555,NA,NA,0.26999489,NA,0.079999998,2026
2471,In-Channel,Convexity,Mound Transition,176,176,0.180000016,NA,NA,NA,NA,0.079999998,2026
2472,In-Channel,Convexity,Mound Transition,177,177,0.590000051,NA,NA,NA,NA,0.079999998,2026
2473,In-Channel,Convexity,Mound Transition,178,178,0.449975734,NA,NA,NA,NA,0.079999998,2026
2474,In-Channel,Convexity,Mound Transition,179,179,0.269975947,NA,NA,NA,NA,NA,2026
2475,In-Channel,Convexity,Mound Transition,188,188,26.32000251,NA,NA,0.110019193,NA,0.079999998,2026
2476,In-Channel,Convexity,Mound Transition,189,189,0.389994282,NA,NA,NA,NA,NA,2026
2477,In-Channel,Convexity,Mound Transition,190,190,14.54000137,NA,NA,0.53999516,NA,0.079999998,2026
2478,In-Channel,Convexity,Mound Transition,191,191,0.350000034,NA,NA,NA,NA,0.079999998,2026
2479,In-Channel,Convexity,Mound Transition,192,192,2.030000189,NA,NA,1.810000406,NA,0.519999981,2026
